Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)
210	200.000	0.019	199.998	3.497	2.634	1.328	1783013984.355
211	200.000	-0.031	199.997	1.193	2.050	1.328	1783013984.601
212	200.000	0.015	200.000	2.312	6.072	1.328	1783013984.855
213	200.000	0.004	199.998	2.980	5.798	1.328	1783013985.104
214	200.000	-0.004	200.003	2.171	4.815	1.328	1783013985.333
215	200.000	0.013	200.003	2.456	3.422	1.328	1783013985.605
216	200.000	-0.041	200.002	3.688	2.616	1.328	1783013985.836
217	200.000	0.007	199.997	1.523	2.144	1.328	1783013986.102
218	200.000	0.029	200.001	2.463	6.169	1.328	1783013986.352
219	200.000	-0.025	199.995	2.878	5.872	1.328	1783013986.590
220	200.000	-0.043	200.001	2.057	4.870	1.328	1783013986.852
221	200.000	-0.013	199.997	2.662	3.477	1.328	1783013987.092
222	200.000	-0.018	200.003	3.569	2.587	1.328	1783013987.339
223	200.000	-0.008	200.000	1.193	1.997	1.328	1783013987.591
224	200.000	0.027	200.000	2.692	6.111	1.328	1783013987.852
225	200.000	0.014	200.000	2.899	5.733	1.328	1783013988.073
226	200.000	0.002	199.996	2.154	4.654	1.328	1783013988.375
227	200.000	0.022	199.999	2.947	3.152	1.328	1783013988.599
228	200.000	0.065	200.004	3.529	2.516	1.328	1783013988.868
229	200.000	-0.021	200.001	0.844	1.660	1.328	1783013989.104
230	200.000	-0.014	200.003	2.777	6.055	1.328	1783013989.368
231	200.000	-0.028	200.003	2.757	5.730	1.328	1783013989.604
232	200.000	0.016	200.001	2.134	4.507	1.328	1783013989.865
233	200.000	-0.071	199.999	2.958	3.201	1.328	1783013990.114
234	200.000	0.054	200.007	3.495	2.526	1.328	1783013990.341
235	200.000	0.023	199.997	1.099	1.695	1.328	1783013990.606
236	200.000	-0.035	199.998	2.869	5.952	1.328	1783013990.847
237	200.000	0.004	200.003	2.869	5.634	1.328	1783013991.123
238	200.000	0.024	199.998	2.151	4.277	1.328	1783013991.400
239	200.000	-0.002	199.998	3.210	2.962	1.328	1783013991.661
240	200.000	-0.002	200.000	3.137	2.446	1.328	1783013991.902
241	200.000	-0.036	200.001	1.019	0.280	1.328	1783013992.161
242	200.000	0.026	199.997	3.024	6.006	1.328	1783013992.408
243	200.000	0.012	200.001	2.431	5.305	1.328	1783013992.679
244	200.000	-0.015	200.001	2.424	3.856	1.328	1783013992.926
245	200.000	-0.002	200.002	3.375	2.729	1.328	1783013993.144
246	200.000	-0.023	199.997	2.894	2.236	1.328	1783013993.417
247	200.000	-0.005	200.001	1.169	0.054	1.328	1783013993.650
248	200.000	0.006	199.996	3.069	5.861	1.328	1783013993.916
249	200.000	-0.017	200.000	2.470	5.344	1.328	1783013994.146
250	200.000	0.018	199.998	2.377	3.906	1.328	1783013994.407
251	200.000	-0.037	200.001	3.294	2.718	1.328	1783013994.688
252	200.000	-0.057	199.999	2.104	2.300	1.328	1783013994.992
253	200.000	0.014	199.998	2.280	6.138	1.328	1783013995.217
254	200.000	-0.067	200.002	3.144	5.785	1.328	1783013995.492
255	200.000	0.031	199.999	2.224	4.693	1.328	1783013995.774
256	200.000	-0.010	200.001	2.768	3.132	1.328	1783013996.045
257	200.000	-0.016	199.999	3.476	2.491	1.328	1783013996.281
258	200.000	-0.012	200.006	0.792	1.404	1.328	1783013996.534
259	200.000	-0.031	200.001	2.831	6.054	1.328	1783013996.780
260	200.000	-0.028	200.005	2.876	5.622	1.328	1783013997.043
261	200.000	-0.002	200.005	2.230	4.557	1.328	1783013997.286
262	200.000	0.012	200.000	2.868	3.229	1.328	1783013997.554
263	200.000	-0.034	199.999	3.317	2.485	1.328	1783013997.789
264	200.000	0.030	200.001	0.990	1.184	1.328	1783013998.053
265	200.000	0.049	199.997	3.129	6.077	1.328	1783013998.298
266	200.000	-0.002	200.001	2.692	5.560	1.328	1783013998.529
267	200.000	-0.021	199.999	2.441	4.553	1.328	1783013998.794
268	200.000	0.018	200.000	2.720	3.206	1.328	1783013999.018
269	200.000	0.006	200.001	3.207	2.508	1.328	1783013999.311
270	200.000	0.029	200.007	0.700	0.712	1.328	1783013999.546
271	200.000	0.020	200.001	3.054	6.138	1.328	1783013999.814
272	200.000	-0.002	199.999	2.432	5.467	1.328	1783014000.052
273	200.000	0.061	199.998	2.344	4.251	1.328	1783014000.313
274	200.000	-0.017	199.999	3.235	2.979	1.328	1783014000.561
275	200.000	-0.000	200.001	3.073	2.296	1.328	1783014000.789
276	200.000	0.041	200.000	0.900	0.647	1.328	1783014001.059
277	200.000	-0.004	200.000	3.047	6.006	1.328	1783014001.287
278	200.000	0.005	199.998	2.581	5.485	1.328	1783014001.549
279	200.000	0.019	199.999	2.384	4.100	1.328	1783014001.808
280	200.000	-0.013	200.004	3.028	3.009	1.328	1783014002.047
281	200.000	0.021	200.002	2.913	2.437	1.328	1783014002.303
282	200.000	-0.065	200.001	1.236	0.228	1.328	1783014002.560
283	200.000	-0.006	199.999	3.297	6.038	1.328	1783014002.810
284	200.000	-0.032	200.004	2.498	5.387	1.328	1783014003.038
285	200.000	0.016	200.000	2.390	4.117	1.328	1783014003.311
286	200.000	-0.033	200.000	3.199	2.795	1.328	1783014003.560
287	200.000	0.024	200.001	2.839	2.261	1.328	1783014003.810
288	200.000	-0.023	200.004	1.477	0.138	1.328	1783014004.054
289	200.000	0.019	199.999	3.301	5.946	1.328	1783014004.284
290	200.000	0.018	200.000	2.624	5.325	1.328	1783014004.548
291	200.000	-0.047	199.997	2.489	3.873	1.328	1783014004.809
292	200.000	0.005	199.998	3.263	2.700	1.328	1783014005.062
293	200.000	-0.023	200.002	2.546	2.210	1.328	1783014005.279
294	200.000	-0.023	199.994	1.321	0.066	1.328	1783014005.540
295	200.000	-0.011	200.001	3.204	5.896	1.328	1783014005.803
296	200.000	0.029	200.002	2.264	5.339	1.328	1783014006.056
297	200.000	-0.041	200.005	2.615	3.811	1.328	1783014006.308
298	200.000	0.033	200.000	3.270	2.689	1.328	1783014006.526
299	200.000	-0.031	199.997	2.422	2.263	1.328	1783014006.812
300	200.000	-0.034	200.001	1.944	6.262	1.328	1783014007.037
301	200.000	0.004	199.999	3.296	5.894	1.328	1783014007.299
302	200.000	0.031	200.000	2.313	5.076	1.328	1783014007.564
303	200.000	-0.025	200.002	2.697	3.693	1.328	1783014007.798
304	200.000	0.014	200.004	3.427	2.646	1.328	1783014008.057
305	200.000	0.049	199.999	2.153	2.242	1.328	1783014008.310
306	200.000	0.018	199.999	2.190	6.079	1.328	1783014008.563
307	200.000	-0.011	199.997	3.378	5.777	1.328	1783014008.787
308	200.000	-0.001	200.001	2.341	4.998	1.328	1783014009.051
309	200.000	0.023	200.001	2.695	3.608	1.328	1783014009.306
310	200.000	0.032	200.004	3.322	2.533	1.328	1783014009.633
311	200.000	-0.001	200.003	1.091	1.662	1.328	1783014009.867
312	200.000	0.021	199.995	2.727	5.963	1.328	1783014010.119
313	200.000	0.025	200.001	2.883	5.675	1.328	1783014010.375
314	200.000	-0.038	200.003	2.376	4.565	1.328	1783014010.620
315	200.000	-0.056	200.002	2.770	3.256	1.328	1783014010.848
316	200.000	0.021	200.000	3.387	2.502	1.328	1783014011.106
317	200.000	-0.055	199.996	1.030	1.686	1.328	1783014011.347
318	200.000	-0.006	200.000	2.682	5.986	1.328	1783014011.621
319	200.000	0.005	199.999	2.917	5.718	1.328	1783014011.856
320	200.000	-0.010	200.003	2.465	4.475	1.328	1783014012.095
321	200.000	-0.006	200.001	2.775	3.343	1.328	1783014012.365
322	200.000	0.011	199.998	3.167	2.391	1.328	1783014012.652
323	200.000	-0.014	199.999	0.997	0.768	1.328	1783014012.893
324	200.000	0.005	199.997	3.151	5.977	1.328	1783014013.117
325	200.000	-0.005	200.001	2.846	5.646	1.328	1783014013.387
326	200.000	0.033	200.001	2.529	4.264	1.328	1783014013.636
327	200.000	-0.021	199.999	3.219	3.034	1.328	1783014013.907
328	200.000	-0.016	200.002	2.883	2.405	1.328	1783014014.161
329	200.000	-0.015	200.002	0.995	0.349	1.328	1783014014.405
330	200.000	0.011	200.000	3.341	5.989	1.328	1783014014.653
331	200.000	-0.043	199.998	2.598	5.397	1.328	1783014014.918
332	200.000	-0.006	199.999	2.761	3.918	1.328	1783014015.178
333	200.000	-0.011	200.003	3.388	2.894	1.328	1783014015.404
334	200.000	-0.013	199.998	2.853	2.327	1.328	1783014015.646
335	200.000	0.007	199.996	1.000	0.331	1.328	1783014015.887
336	200.000	-0.011	199.998	3.193	5.948	1.328	1783014016.158
337	200.000	0.023	199.999	2.463	5.367	1.328	1783014016.406
338	200.000	0.001	199.996	2.570	3.983	1.328	1783014016.639
339	200.000	0.013	199.999	3.227	2.875	1.328	1783014016.915
340	200.000	0.025	199.998	2.492	2.222	1.328	1783014017.196
341	200.000	-0.042	200.003	1.517	6.245	1.328	1783014017.432
342	200.000	0.049	200.001	3.264	5.781	1.328	1783014017.689
343	200.000	-0.061	200.000	2.158	5.227	1.328	1783014017.935
344	200.000	-0.020	200.000	2.733	3.853	1.328	1783014018.207
345	200.000	-0.004	199.999	3.402	2.772	1.328	1783014018.456
346	200.000	-0.004	200.004	2.123	2.177	1.328	1783014018.709
347	200.000	0.020	199.999	2.034	6.159	1.328	1783014018.974
348	200.000	-0.026	200.002	3.366	5.850	1.328	1783014019.198
349	200.000	0.002	199.999	2.351	5.018	1.328	1783014019.470
350	200.000	0.033	199.999	2.819	3.511	1.328	1783014019.725
351	200.000	-0.023	199.997	3.528	2.574	1.328	1783014019.954
352	200.000	-0.004	199.999	1.778	1.988	1.328	1783014020.227
353	200.000	0.011	199.999	2.297	6.144	1.328	1783014020.463
354	200.000	-0.071	200.000	3.160	5.731	1.328	1783014020.731
355	200.000	0.018	200.000	2.497	4.694	1.328	1783014020.943
