Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Timestamp (s)
324	400.000	-0.024	400.001	0.827	2.694	1773084749.675
325	400.000	0.002	400.002	0.427	5.822	1773084749.970
326	400.000	-0.015	400.002	0.517	4.141	1773084750.223
327	400.000	-0.017	399.998	0.772	2.256	1773084750.474
328	400.000	0.001	400.001	0.650	5.452	1773084750.788
329	400.000	0.005	400.000	0.584	2.869	1773084751.088
330	400.000	-0.032	400.002	0.263	1.755	1773084751.329
331	400.000	0.012	400.001	0.559	4.821	1773084751.657
332	400.000	0.004	400.003	0.772	2.407	1773084751.961
333	400.000	0.001	399.998	0.605	5.575	1773084752.216
334	400.000	-0.010	399.997	0.372	3.390	1773084752.519
335	400.000	0.009	399.999	0.547	2.002	1773084752.801
336	400.000	0.019	400.004	0.712	5.054	1773084753.084
337	400.000	-0.001	399.997	0.791	2.739	1773084753.367
338	400.000	0.013	400.002	0.252	0.397	1773084753.613
339	400.000	0.011	399.999	0.606	4.698	1773084753.895
340	400.000	-0.013	400.001	0.825	2.530	1773084754.192
341	400.000	-0.005	400.002	0.674	5.359	1773084754.518
342	400.000	0.024	399.996	0.576	2.680	1773084754.801
343	400.000	-0.019	400.004	0.330	2.052	1773084755.061
344	400.000	0.038	399.999	0.830	5.022	1773084755.329
345	400.000	-0.008	400.001	0.709	2.564	1773084755.639
346	400.000	-0.011	400.001	0.428	5.701	1773084755.944
347	400.000	0.023	399.999	0.383	3.369	1773084756.256
348	400.000	0.049	400.001	0.498	1.805	1773084756.550
349	400.000	-0.040	399.999	0.563	4.862	1773084756.888
350	400.000	0.003	399.999	0.786	2.358	1773084757.185
351	400.000	-0.017	400.002	0.758	5.430	1773084757.495
352	400.000	0.006	399.999	0.638	3.030	1773084757.800
353	400.000	-0.001	400.003	0.230	0.845	1773084758.114
354	400.000	-0.009	400.000	0.394	4.199	1773084758.450
355	400.000	0.016	400.000	0.640	2.349	1773084758.748
356	400.000	0.009	400.002	0.816	5.321	1773084759.002
357	400.000	0.025	400.002	0.574	2.945	1773084759.269
358	400.000	0.012	400.001	0.249	1.835	1773084759.549
359	400.000	0.001	400.002	0.521	4.642	1773084759.873
360	400.000	0.018	399.997	0.757	2.391	1773084760.194
361	400.000	-0.033	400.004	0.716	5.280	1773084760.517
362	400.000	-0.034	400.001	0.724	2.903	1773084760.810
363	400.000	0.003	399.999	0.293	5.947	1773084761.100
364	400.000	-0.004	399.998	0.510	4.538	1773084761.365
365	400.000	0.031	399.999	0.834	2.550	1773084761.625
366	400.000	0.018	399.999	0.566	5.428	1773084761.937
367	400.000	-0.002	400.002	0.555	3.023	1773084762.259
368	400.000	0.015	400.000	0.282	1.459	1773084762.518
369	400.000	0.020	399.999	0.531	4.549	1773084762.833
370	400.000	0.006	400.000	0.759	2.456	1773084763.143
371	400.000	-0.011	399.998	0.688	5.324	1773084763.460
372	400.000	-0.002	400.001	0.576	2.899	1773084763.767
373	400.000	-0.002	399.998	0.130	0.597	1773084764.047
374	400.000	-0.030	400.001	0.585	4.770	1773084764.323
375	400.000	0.024	400.001	0.758	2.654	1773084764.579
376	400.000	-0.038	399.999	0.484	5.636	1773084764.896
377	400.000	-0.006	400.000	0.462	3.144	1773084765.204
378	400.000	0.020	399.995	0.307	1.703	1773084765.512
379	400.000	0.023	400.001	0.629	4.787	1773084765.780
380	400.000	0.010	400.001	0.836	2.620	1773084766.058
381	400.000	0.005	399.998	0.409	5.746	1773084766.343
382	400.000	-0.046	399.996	0.501	3.930	1773084766.604
383	400.000	0.011	400.001	0.633	2.392	1773084766.883
384	400.000	-0.019	400.001	0.825	5.263	1773084767.150
385	400.000	0.018	399.999	0.552	3.064	1773084767.432
386	400.000	0.005	399.999	0.364	1.610	1773084767.720
387	400.000	0.009	400.002	0.585	4.736	1773084768.033
388	400.000	-0.006	400.001	0.762	2.547	1773084768.352
389	400.000	-0.008	399.995	0.657	5.434	1773084768.650
390	400.000	-0.011	400.001	0.628	2.819	1773084768.962
391	400.000	0.003	399.998	0.256	5.923	1773084769.291
392	400.000	0.014	399.997	0.417	3.981	1773084769.591
393	400.000	0.002	400.002	0.739	2.316	1773084769.845
394	400.000	-0.002	400.000	0.681	5.248	1773084770.100
395	400.000	-0.005	399.997	0.505	3.163	1773084770.424
396	400.000	-0.019	399.995	0.181	1.696	1773084770.743
397	400.000	0.010	399.999	0.575	4.355	1773084771.023
398	400.000	0.002	399.997	0.716	2.335	1773084771.315
399	400.000	-0.010	399.999	0.689	5.273	1773084771.597
400	400.000	-0.004	399.999	0.479	2.988	1773084771.911
401	400.000	-0.027	399.997	0.200	1.656	1773084772.209
402	400.000	0.003	399.999	0.604	4.833	1773084772.460
403	400.000	0.004	400.000	0.711	2.590	1773084772.781
404	400.000	-0.002	400.004	0.451	5.695	1773084773.044
405	400.000	-0.014	399.998	0.431	3.624	1773084773.358
406	400.000	-0.011	399.999	0.383	2.184	1773084773.667
407	400.000	0.004	399.999	0.580	4.788	1773084773.977
408	400.000	-0.020	400.004	0.772	2.528	1773084774.275
409	400.000	-0.009	400.000	0.612	5.469	1773084774.518
410	400.000	-0.042	400.000	0.408	3.442	1773084774.843
