Frequency Set (GHz)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)
400.000	399.997	0.715	2.506
400.000	399.998	0.742	2.078
400.000	399.999	0.413	5.990
400.000	399.999	0.394	3.115
400.000	400.001	0.849	1.917
400.000	400.001	0.544	0.266
400.000	400.003	0.370	4.735
400.000	400.000	0.857	2.471
400.000	399.998	0.853	1.915
400.000	399.998	0.469	6.134
400.000	399.999	0.176	3.162
400.000	400.000	1.024	2.155
400.000	400.002	0.510	0.579
400.000	400.001	0.288	4.195
400.000	399.996	1.090	2.292
400.000	400.001	0.364	0.984
400.000	400.000	0.375	4.627
400.000	400.001	1.003	2.251
400.000	399.998	0.534	1.289
400.000	400.001	0.488	5.427
400.000	400.001	0.870	2.526
400.000	400.000	0.695	1.755
400.000	400.000	0.582	6.071
400.000	400.004	0.382	4.205
400.000	399.999	0.945	2.296
400.000	400.000	0.680	1.818
400.000	400.001	0.404	4.772
400.000	400.001	0.925	2.431
400.000	399.996	0.768	1.718
400.000	400.001	0.501	6.069
400.000	400.000	0.501	2.913
400.000	400.000	0.823	1.970
400.000	399.999	0.531	6.203
400.000	399.997	0.330	3.621
400.000	400.004	1.010	2.280
400.000	399.996	0.383	0.976
400.000	399.998	0.396	5.220
400.000	399.996	0.905	2.501
400.000	399.999	0.651	1.535
400.000	400.000	0.573	5.583
400.000	400.000	0.571	2.487
400.000	400.000	0.755	1.952
400.000	399.995	0.569	5.957
400.000	399.999	0.454	3.151
400.000	400.002	1.043	2.320
400.000	400.000	0.405	0.787
400.000	400.000	0.347	4.651
400.000	399.998	1.013	2.314
400.000	400.001	0.507	1.190
400.000	399.999	0.487	5.225
400.000	399.996	0.979	2.415
400.000	400.001	0.477	1.372
400.000	399.999	0.540	5.648
400.000	400.001	0.535	2.802
400.000	400.001	0.814	2.114
400.000	400.000	0.487	5.189
400.000	400.001	0.741	2.535
400.000	400.004	0.821	2.050
400.000	400.001	0.498	0.027
400.000	400.002	0.362	2.767
400.000	400.004	0.919	2.240
400.000	400.000	0.408	1.375
400.000	399.999	0.527	5.461
400.000	399.998	0.492	3.318
400.000	400.001	1.026	2.420
400.000	399.996	0.423	0.998
400.000	400.001	0.636	5.454
400.000	400.003	0.666	2.523
400.000	400.001	0.694	1.967
400.000	400.000	0.502	0.147
400.000	399.999	0.286	3.718
400.000	399.998	1.049	2.202
400.000	399.999	0.513	1.454
400.000	400.000	0.563	5.352
400.000	400.002	0.628	2.772
400.000	399.999	1.022	2.142
400.000	399.999	0.445	0.411
400.000	399.998	0.282	4.184
400.000	399.999	0.974	2.293
400.000	399.999	0.543	1.156
400.000	400.001	0.398	4.736
400.000	399.999	0.973	2.411
400.000	400.001	0.547	1.553
400.000	399.998	0.546	5.584
400.000	400.000	0.401	3.380
400.000	400.002	0.386	0.769
400.000	400.001	0.537	5.546
400.000	400.003	0.394	2.911
400.000	400.000	1.098	2.317
400.000	399.999	0.402	0.553
400.000	400.000	0.354	4.460
400.000	400.000	0.996	2.551
400.000	399.998	0.559	1.653
400.000	400.000	0.460	5.913
400.000	400.002	0.265	3.962
400.000	400.001	1.091	2.508
400.000	400.000	0.499	1.043
400.000	400.003	0.391	4.941
400.000	400.003	1.122	2.478
400.000	400.000	0.640	1.981
400.000	399.999	0.424	5.983
400.000	399.999	0.357	3.938
400.000	399.999	0.994	2.496
400.000	399.999	0.593	1.867
400.000	400.001	0.505	5.863
400.000	400.001	0.474	2.937
400.000	400.003	0.986	2.237
400.000	400.001	0.450	0.541
400.000	400.002	0.347	4.638
400.000	399.999	1.053	2.529
400.000	399.998	0.561	1.556
400.000	399.999	0.509	5.725
400.000	400.001	0.428	3.141
400.000	400.003	0.959	2.317
400.000	399.997	0.522	0.510
400.000	399.999	0.603	2.880
400.000	400.002	0.487	0.871
400.000	400.003	0.441	4.854
400.000	400.002	0.913	2.637
400.000	400.000	0.759	1.725
400.000	399.999	0.605	6.107
400.000	399.999	0.450	2.995
400.000	399.997	0.909	2.267
400.000	400.002	0.503	0.700
400.000	400.001	0.392	5.051
400.000	400.003	0.935	2.465
400.000	400.000	0.839	2.097
400.000	399.999	0.427	0.065
400.000	399.997	0.415	4.552
400.000	399.998	1.016	2.526
400.000	399.998	0.732	1.878
400.000	400.000	0.473	6.088
400.000	400.001	0.534	2.807
400.000	400.002	0.943	2.139
400.000	400.002	0.525	0.641
400.000	400.000	0.412	5.171
400.000	400.000	0.972	2.619
400.000	399.999	0.591	1.767
400.000	400.002	0.659	5.293
400.000	400.000	0.694	2.579
400.000	399.995	0.845	2.165
400.000	400.001	0.515	0.056
400.000	399.999	0.457	3.146
400.000	399.999	1.013	2.268
400.000	399.998	0.539	1.030
400.000	400.004	0.303	3.609
400.000	399.999	0.599	1.430
400.000	400.004	0.569	5.362
400.000	400.000	0.399	3.104
400.000	400.000	1.005	2.199
400.000	399.998	0.572	0.824
400.000	400.002	0.402	5.043
400.000	399.999	0.882	2.635
400.000	400.000	0.681	1.621
400.000	400.001	0.528	5.653
400.000	399.997	0.783	2.771
400.000	400.001	0.841	1.914
400.000	400.001	0.460	6.202
400.000	400.001	0.315	4.313
400.000	400.001	0.948	2.515
400.000	400.002	0.632	1.209
400.000	399.998	0.467	5.163
400.000	400.002	0.989	2.499
400.000	399.999	0.763	1.685
400.000	400.000	0.563	5.701
400.000	400.003	0.532	3.057
400.000	400.000	0.951	2.322
400.000	399.999	0.448	0.798
400.000	400.001	0.394	5.110
400.000	400.000	0.905	2.650
400.000	400.001	0.707	1.728
400.000	399.999	0.560	5.902
400.000	400.003	0.671	2.638
400.000	399.997	0.994	2.276
400.000	399.999	0.420	6.190
400.000	400.000	0.918	2.632
400.000	399.997	0.497	1.569
400.000	400.000	0.485	5.572
400.000	400.001	0.925	2.586
400.000	400.002	0.791	1.789
400.000	400.001	0.438	0.289
400.000	400.000	0.305	3.930
400.000	400.003	1.035	2.295
400.000	400.001	0.574	1.242
400.000	399.999	0.594	5.429
400.000	400.001	0.558	3.056
400.000	400.001	0.878	2.261
400.000	400.002	0.477	0.744
400.000	400.000	0.440	5.021
400.000	400.002	0.956	2.483
400.000	400.000	0.663	1.519
400.000	399.997	0.546	6.129
400.000	400.001	0.367	3.146
400.000	400.002	0.972	2.106
400.000	400.000	0.527	0.326
400.000	399.999	0.345	5.186
400.000	400.001	0.968	2.468
400.000	400.002	0.729	1.706
400.000	399.997	0.547	0.154
400.000	399.998	0.423	4.731
400.000	399.999	0.416	2.974
400.000	399.995	0.449	3.066
400.000	399.998	0.810	2.513
400.000	400.001	0.788	2.475
400.000	399.999	0.853	2.374
400.000	400.000	0.780	2.508
400.000	399.998	0.900	2.442
400.000	400.000	0.798	2.581
400.000	399.999	0.864	2.480
400.000	399.999	0.850	2.555
400.000	400.001	0.891	2.633
400.000	399.999	0.810	2.561
400.000	400.001	0.824	2.567
400.000	400.000	0.852	2.451
400.000	400.002	0.845	2.539
400.000	399.997	0.879	2.561
400.000	399.999	0.828	2.597
400.000	399.998	0.827	2.491
400.000	400.001	0.891	2.489
400.000	400.000	0.844	2.434
400.000	400.002	0.838	2.376
400.000	400.002	0.806	2.509
400.000	400.001	0.895	2.527
400.000	399.996	0.782	2.466
400.000	399.996	0.793	2.525
400.000	399.999	0.905	2.529
400.000	399.999	0.788	2.651
400.000	400.000	0.905	2.554
400.000	400.000	0.836	2.526
400.000	400.001	0.852	2.446
400.000	399.998	0.792	2.310
400.000	399.999	0.828	2.392
400.000	400.003	0.894	2.449
400.000	400.003	0.781	2.608
400.000	400.001	0.837	2.586
400.000	400.002	0.876	2.546
400.000	400.000	0.836	2.687
400.000	400.001	0.834	2.541
400.000	400.002	0.937	2.445
400.000	400.000	0.923	2.295
400.000	399.998	0.763	2.467
400.000	399.999	0.856	2.535
400.000	399.999	0.787	2.552
400.000	399.998	0.862	2.493
400.000	400.001	0.936	2.386
400.000	399.998	0.909	2.626
400.000	400.001	0.775	2.632
400.000	400.001	0.783	2.470
400.000	400.000	0.844	2.487
400.000	400.002	0.905	2.483
400.000	399.999	1.007	2.233
400.000	400.001	0.925	2.314
400.000	400.002	0.800	2.500
400.000	399.998	0.937	2.366
400.000	399.999	0.873	2.452
400.000	400.001	0.940	2.478
400.000	399.997	0.894	2.407
400.000	399.998	0.829	2.422
400.000	400.001	0.962	2.500
400.000	400.001	0.886	2.341
400.000	400.003	0.909	2.462
400.000	400.002	0.858	2.517
400.000	400.000	0.956	2.367
400.000	399.997	0.885	2.444
400.000	400.001	0.863	2.651
400.000	399.997	0.847	2.452
400.000	400.000	0.913	2.371
400.000	400.001	0.980	2.366
400.000	399.998	0.839	2.402
400.000	399.999	0.900	2.292
400.000	400.002	0.899	2.355
400.000	400.001	0.919	2.249
400.000	399.997	0.885	2.414
400.000	400.003	0.922	2.481
400.000	400.000	0.882	2.491
400.000	399.999	0.982	2.381
400.000	400.002	0.834	2.480
400.000	399.998	0.871	2.371
400.000	399.999	0.946	2.452
400.000	399.999	0.923	2.447
400.000	400.001	0.850	2.391
400.000	399.998	0.915	2.293
400.000	400.000	0.865	2.491
400.000	400.001	0.951	2.464
400.000	399.998	0.922	2.402
400.000	400.000	0.872	2.405
400.000	400.000	0.950	2.413
400.000	400.002	1.015	2.343
400.000	399.998	0.922	2.474
400.000	399.999	0.938	2.281
400.000	400.002	0.924	2.255
400.000	400.002	0.979	2.444
400.000	399.999	0.960	2.432
400.000	400.002	0.878	2.471
400.000	400.000	0.949	2.362
400.000	400.001	0.978	2.473
400.000	400.000	0.925	2.457
400.000	399.998	0.877	2.246
400.000	399.998	0.911	2.473
400.000	399.999	0.962	2.418
400.000	400.000	1.017	2.398
400.000	399.999	1.001	2.486
400.000	400.002	0.998	2.485
400.000	400.000	1.013	2.396
400.000	400.000	0.990	2.482
400.000	400.000	0.964	2.612
400.000	399.998	0.957	2.427
400.000	399.999	0.999	2.422
400.000	400.004	0.934	2.395
400.000	400.000	0.955	2.506
400.000	400.004	0.976	2.532
400.000	400.000	0.966	2.349
400.000	400.002	0.946	2.477
400.000	400.001	0.935	2.313
400.000	400.000	0.906	2.482
400.000	399.998	0.884	2.563
400.000	400.001	0.951	2.440
400.000	400.000	0.976	2.574
400.000	399.999	1.008	2.488
400.000	399.999	0.947	2.422
400.000	400.003	0.977	2.543
400.000	399.996	1.080	2.552
400.000	400.004	0.846	2.348
400.000	400.000	0.946	2.352
400.000	400.001	0.933	2.415
400.000	400.005	0.916	2.417
400.000	400.001	0.964	2.398
400.000	399.999	0.892	2.481
400.000	399.998	0.857	2.502
400.000	400.000	0.976	2.506
400.000	399.999	0.952	2.556
400.000	400.001	0.858	2.436
400.000	399.998	1.007	2.512
400.000	399.999	0.927	2.391
400.000	400.000	0.913	2.450
400.000	399.999	1.028	2.405
400.000	400.004	0.943	2.408
400.000	400.001	0.875	2.487
400.000	400.001	0.964	2.675
400.000	400.000	0.983	2.409
400.000	399.997	0.929	2.529
400.000	400.000	0.916	2.405
400.000	400.001	0.967	2.485
400.000	400.003	1.062	2.523
400.000	400.000	0.938	2.472
400.000	399.998	0.970	2.572
400.000	400.000	0.900	2.361
400.000	400.001	0.969	2.471
400.000	400.000	0.949	2.518
400.000	400.000	0.909	2.333
400.000	399.998	1.007	2.590
400.000	400.000	0.987	2.436
400.000	399.998	0.999	2.474
400.000	399.999	0.983	2.444
400.000	399.998	0.977	2.399
400.000	400.003	0.988	2.526
400.000	399.999	0.922	2.360
400.000	400.000	0.938	2.344
400.000	400.002	0.896	2.402
400.000	400.000	0.942	2.404
400.000	400.001	0.961	2.388
400.000	400.001	0.960	2.351
400.000	399.998	0.963	2.337
400.000	399.999	0.920	2.384
400.000	400.001	0.885	2.686
400.000	400.000	1.099	2.459
400.000	400.000	0.886	2.477
400.000	400.001	1.045	2.344
400.000	400.004	0.850	2.472
400.000	399.996	0.941	2.532
400.000	400.000	0.904	2.539
400.000	399.999	0.940	2.412
400.000	399.997	0.881	2.478
400.000	400.002	1.005	2.352
400.000	400.003	0.972	2.479
400.000	399.996	0.982	2.614
400.000	399.996	0.940	2.507
400.000	400.001	0.952	2.459
400.000	400.001	0.914	2.491
400.000	399.999	0.929	2.468
400.000	400.002	0.962	2.307
400.000	400.002	0.919	2.338
400.000	400.000	0.951	2.569
400.000	399.999	0.882	2.571
