Frequency Set (GHz)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)
200.000	199.998	2.776	3.915
200.000	200.000	2.829	3.923
200.000	200.003	2.810	3.914
200.000	200.002	2.926	3.920
200.000	200.001	2.867	3.913
200.000	199.997	2.862	3.899
200.000	200.001	2.834	3.942
200.000	199.999	2.874	3.938
200.000	200.000	2.880	3.927
200.000	199.998	2.834	3.915
200.000	199.998	2.847	3.926
200.000	199.999	2.861	3.918
200.000	199.998	2.829	3.908
200.000	200.003	2.886	3.909
200.000	199.997	2.775	3.895
200.000	200.000	2.719	3.891
200.000	199.999	2.749	3.932
200.000	199.999	2.861	3.920
200.000	200.000	2.795	3.902
200.000	200.002	2.796	3.932
200.000	200.001	2.791	3.895
200.000	200.000	2.774	3.926
200.000	200.000	2.869	3.911
200.000	199.999	2.799	3.906
200.000	199.997	2.816	3.919
200.000	200.001	2.770	3.907
200.000	200.000	2.822	3.910
200.000	200.002	2.822	3.916
200.000	200.001	2.876	3.911
200.000	200.002	2.872	3.921
200.000	199.997	2.850	3.922
200.000	200.001	2.976	3.921
200.000	200.000	2.901	3.905
200.000	199.997	2.908	3.926
200.000	199.996	2.881	3.887
200.000	200.000	2.883	3.881
200.000	200.001	2.969	3.891
200.000	200.000	2.934	3.902
200.000	199.999	2.851	3.891
200.000	200.003	2.825	3.883
200.000	199.999	2.904	3.921
200.000	199.998	2.790	3.910
200.000	199.997	2.842	3.909
200.000	200.001	2.899	3.899
200.000	200.003	2.916	3.926
200.000	199.996	2.899	3.897
200.000	200.002	2.854	3.899
200.000	199.997	2.949	3.903
200.000	200.001	2.844	3.929
200.000	200.000	2.726	3.948
200.000	199.998	2.751	3.901
200.000	199.997	2.707	3.924
200.000	199.997	2.903	3.896
200.000	200.001	2.958	3.912
200.000	199.996	2.825	3.922
200.000	199.997	2.888	3.929
200.000	199.998	2.805	3.897
200.000	200.000	2.917	3.930
200.000	199.996	2.886	3.905
200.000	199.996	2.878	3.918
200.000	199.997	2.873	3.932
200.000	200.000	2.875	3.939
200.000	200.001	2.908	3.926
200.000	200.000	2.868	3.937
200.000	199.999	2.974	3.922
200.000	200.003	2.789	3.909
200.000	199.999	2.968	3.935
200.000	199.999	2.878	3.949
200.000	200.003	2.884	3.949
200.000	199.999	2.859	3.916
200.000	200.002	2.871	3.950
200.000	199.999	2.804	3.942
200.000	199.997	2.890	3.950
200.000	200.001	2.891	3.955
200.000	199.997	2.851	3.938
200.000	199.999	2.904	3.940
200.000	199.995	2.948	3.952
200.000	200.000	2.874	3.953
200.000	200.003	2.859	3.913
200.000	200.004	2.879	3.920
200.000	199.999	2.860	3.968
200.000	200.001	2.822	3.917
200.000	199.997	2.858	3.956
200.000	200.002	2.893	3.912
200.000	200.000	2.913	3.902
200.000	199.997	3.016	3.939
200.000	200.002	2.862	3.915
200.000	199.999	2.769	3.911
200.000	199.998	2.894	3.919
200.000	199.998	2.905	3.920
200.000	200.002	2.898	3.929
200.000	200.001	2.832	3.931
200.000	199.999	2.798	3.914
200.000	200.000	2.842	3.916
200.000	199.999	2.913	3.940
200.000	199.994	2.780	3.929
200.000	200.000	2.899	3.940
200.000	200.000	2.962	3.921
200.000	200.000	2.850	3.889
200.000	199.999	2.941	3.905
200.000	199.998	2.899	3.923
200.000	200.002	2.987	3.906
200.000	199.995	2.845	3.928
200.000	200.004	2.871	3.910
200.000	199.999	2.762	3.917
200.000	200.000	2.865	3.923
200.000	199.997	2.798	3.891
200.000	200.002	2.813	3.911
200.000	199.997	2.899	3.930
200.000	199.999	2.840	3.924
200.000	200.001	2.775	3.903
200.000	200.001	2.774	3.905
200.000	200.001	2.775	3.902
200.000	200.003	2.856	3.943
200.000	199.997	2.882	3.906
200.000	200.003	2.772	3.887
200.000	200.000	2.851	3.935
200.000	200.002	2.866	3.908
200.000	200.000	2.907	3.908
200.000	200.000	2.827	3.906
200.000	200.001	2.832	3.912
200.000	199.999	2.824	3.886
200.000	200.004	2.850	3.934
200.000	199.999	2.852	3.921
200.000	200.001	2.751	3.881
200.000	199.998	2.798	3.934
200.000	199.998	2.865	3.896
200.000	199.999	2.906	3.887
200.000	200.002	2.830	3.904
200.000	200.001	2.911	3.905
200.000	200.000	2.810	3.905
200.000	199.997	2.863	3.907
200.000	199.998	2.862	3.892
200.000	199.997	2.900	3.923
200.000	199.998	2.732	3.894
200.000	200.003	2.971	3.917
200.000	199.999	2.795	3.876
200.000	199.997	2.888	3.912
200.000	199.997	2.830	3.881
200.000	200.000	2.927	3.925
200.000	200.001	2.858	3.935
200.000	200.000	2.790	3.921
200.000	200.000	2.758	3.896
200.000	199.999	2.878	3.913
200.000	200.001	2.847	3.902
200.000	199.996	2.780	3.912
200.000	199.998	2.834	3.878
200.000	199.999	2.826	3.910
200.000	200.003	2.790	3.870
200.000	200.001	2.746	3.892
200.000	199.999	2.857	3.859
200.000	199.997	2.885	3.878
200.000	199.998	2.879	3.909
200.000	200.002	2.810	3.870
200.000	199.997	2.952	3.919
200.000	200.000	2.817	3.870
200.000	199.998	2.828	3.910
200.000	199.999	2.784	3.887
200.000	200.001	2.856	3.881
200.000	200.000	2.824	3.866
200.000	200.002	2.838	3.863
200.000	199.998	2.863	3.897
200.000	199.998	2.748	3.911
200.000	199.997	2.777	3.890
200.000	199.998	2.796	3.901
200.000	200.003	2.843	3.898
200.000	199.998	2.737	3.877
200.000	200.000	2.907	3.889
200.000	200.002	2.912	3.884
200.000	199.998	2.831	3.887
200.000	200.002	2.739	3.881
200.000	200.006	2.832	3.870
200.000	200.001	2.859	3.866
200.000	200.002	2.815	3.868
200.000	200.001	2.923	3.901
200.000	200.001	2.853	3.860
200.000	200.000	2.772	3.891
200.000	199.998	2.753	3.891
200.000	200.000	2.825	3.900
200.000	200.004	2.814	3.900
200.000	199.999	2.815	3.871
200.000	199.999	2.865	3.913
200.000	200.001	2.892	3.907
200.000	199.998	2.909	3.893
200.000	200.000	2.833	3.893
200.000	200.000	2.857	3.897
200.000	200.003	2.734	3.891
200.000	200.001	2.738	3.864
200.000	200.001	2.838	3.910
