Frequency Set (GHz)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)
400.000	399.999	0.947	2.443
400.000	399.999	1.011	2.358
400.000	399.999	0.973	2.466
400.000	399.999	0.989	2.374
400.000	400.000	1.014	2.422
400.000	400.003	0.712	2.122
400.000	400.002	0.302	3.486
400.000	400.001	0.366	3.546
400.000	400.002	0.474	3.524
400.000	400.001	0.354	3.388
400.000	399.999	0.490	3.332
400.000	400.004	0.502	3.738
400.000	400.002	0.534	3.493
400.000	399.999	0.444	3.314
400.000	399.998	0.256	0.965
400.000	400.001	0.432	0.496
400.000	400.000	0.415	0.380
400.000	399.998	0.349	0.375
400.000	399.999	0.460	0.408
400.000	399.998	0.451	0.496
400.000	400.000	0.489	0.461
400.000	399.999	0.591	0.560
400.000	399.996	0.132	1.814
400.000	399.998	0.277	3.854
400.000	400.001	0.344	3.673
400.000	399.998	0.437	3.870
400.000	400.003	0.252	3.848
400.000	399.995	0.344	3.444
400.000	399.999	0.415	3.758
400.000	399.999	0.302	3.679
400.000	400.000	0.315	3.184
400.000	400.000	0.081	5.048
400.000	400.001	0.457	4.787
400.000	400.003	0.470	5.024
400.000	400.002	0.477	4.929
400.000	400.003	0.440	5.113
400.000	400.002	0.478	4.844
400.000	399.996	0.470	4.977
400.000	399.997	0.521	5.109
400.000	400.003	0.342	1.910
400.000	400.005	0.587	1.511
400.000	399.996	0.575	1.375
400.000	400.003	0.612	1.374
400.000	400.004	0.606	1.321
400.000	400.000	0.622	1.372
400.000	399.999	0.575	1.375
400.000	399.999	0.597	1.427
400.000	399.998	0.299	1.861
400.000	399.998	0.475	4.704
400.000	400.000	0.390	4.487
400.000	400.002	0.310	4.544
400.000	400.003	0.415	4.524
400.000	399.998	0.407	4.408
400.000	399.998	0.451	4.419
400.000	400.002	0.315	4.406
400.000	400.000	0.312	4.633
400.000	400.004	0.320	3.061
400.000	399.999	0.764	2.521
400.000	400.000	0.831	2.337
400.000	400.000	0.803	2.454
400.000	399.999	0.823	2.395
400.000	400.000	0.791	2.472
400.000	400.001	0.765	2.481
400.000	400.000	0.790	2.465
400.000	399.998	0.797	2.408
400.000	400.000	0.810	2.350
400.000	400.001	0.761	2.486
400.000	399.999	0.863	2.345
400.000	400.000	0.849	2.334
400.000	399.998	0.848	2.389
400.000	399.999	0.782	2.409
400.000	400.003	0.847	2.464
400.000	400.002	0.835	2.396
400.000	400.000	0.742	2.462
400.000	399.999	0.720	2.476
400.000	400.000	0.838	2.324
400.000	399.999	0.737	2.263
400.000	399.998	0.856	2.452
400.000	399.999	0.713	2.343
400.000	400.001	0.827	2.353
400.000	399.997	0.789	2.340
400.000	399.999	0.792	2.377
400.000	399.999	0.769	2.310
400.000	399.998	0.770	2.369
400.000	400.000	0.809	2.358
400.000	399.997	0.825	2.424
400.000	400.000	0.802	2.473
400.000	399.999	0.815	2.357
400.000	399.998	0.782	2.441
400.000	399.999	0.775	2.431
400.000	400.000	0.742	2.408
400.000	400.000	0.814	2.451
400.000	399.999	0.799	2.448
400.000	400.001	0.873	2.265
400.000	399.997	0.818	2.340
400.000	399.997	0.816	2.432
400.000	400.001	0.743	2.357
400.000	400.003	0.761	2.426
400.000	399.998	0.854	2.235
400.000	400.001	0.822	2.380
400.000	399.999	0.823	2.416
400.000	400.004	0.770	2.302
400.000	400.000	0.757	2.356
400.000	400.004	0.767	2.493
400.000	400.000	0.851	2.479
400.000	400.003	0.817	2.386
400.000	400.001	0.801	2.435
400.000	400.002	0.722	2.401
400.000	400.003	0.784	2.352
400.000	400.002	0.754	2.182
400.000	400.003	0.822	2.471
400.000	399.999	0.748	2.496
400.000	399.998	0.769	2.445
400.000	400.003	0.732	2.287
400.000	399.999	0.868	2.419
400.000	400.000	0.854	2.400
400.000	400.001	0.742	2.473
400.000	400.002	0.755	2.484
400.000	400.000	0.725	2.361
400.000	400.000	0.754	2.485
400.000	400.000	0.707	2.339
400.000	400.000	0.791	2.353
400.000	400.000	0.766	2.426
400.000	400.000	0.812	2.342
400.000	399.999	0.745	2.284
400.000	399.999	0.900	2.363
400.000	399.999	0.807	2.382
400.000	400.001	0.697	2.326
400.000	400.000	0.767	2.287
400.000	399.999	0.729	2.321
400.000	400.001	0.761	2.348
400.000	399.998	0.751	2.353
400.000	399.998	0.812	2.283
400.000	400.005	0.744	2.376
400.000	400.002	0.771	2.261
400.000	399.999	0.779	2.460
400.000	399.998	0.811	2.326
400.000	400.001	0.807	2.477
400.000	400.001	0.809	2.270
400.000	400.001	0.794	2.477
400.000	399.998	0.818	2.424
400.000	399.999	0.806	2.473
400.000	400.000	0.742	2.403
400.000	400.003	0.770	2.364
400.000	400.001	0.784	2.417
400.000	400.001	0.787	2.377
400.000	400.003	0.793	2.365
400.000	400.001	0.730	2.408
400.000	400.001	0.800	2.480
400.000	399.999	0.818	2.407
400.000	399.999	0.833	2.587
400.000	400.000	0.781	2.453
400.000	399.995	0.776	2.365
400.000	399.995	0.782	2.357
400.000	399.998	0.799	2.503
400.000	399.997	0.784	2.476
400.000	400.001	0.790	2.335
400.000	400.002	0.778	2.462
400.000	399.999	0.786	2.524
400.000	399.999	0.721	2.514
400.000	400.002	0.808	2.533
400.000	400.000	0.812	2.436
400.000	400.001	0.704	2.420
400.000	399.999	0.762	2.518
400.000	399.998	0.834	2.444
400.000	400.004	0.834	2.412
400.000	400.002	0.693	2.522
400.000	400.002	0.808	2.477
400.000	399.998	0.869	2.415
400.000	400.000	0.804	2.363
400.000	400.005	0.811	2.472
400.000	400.000	0.862	2.410
400.000	399.998	0.831	2.402
400.000	400.000	0.732	2.318
400.000	399.999	0.826	2.371
400.000	400.001	0.800	2.369
400.000	400.000	0.798	2.359
400.000	400.001	0.774	2.211
400.000	399.999	0.841	2.402
400.000	399.999	0.803	2.345
400.000	400.000	0.836	2.367
400.000	400.001	0.787	2.278
400.000	399.998	0.799	2.440
400.000	400.003	0.788	2.380
400.000	400.001	0.782	2.382
400.000	400.000	0.741	2.542
400.000	400.001	0.690	2.398
400.000	400.003	0.826	2.435
400.000	399.999	0.848	2.379
400.000	400.001	0.821	2.498
400.000	400.000	0.869	2.307
400.000	400.000	0.729	2.412
400.000	400.002	0.813	2.295
400.000	400.003	0.746	2.492
400.000	400.001	0.701	2.501
400.000	399.996	0.804	2.429
400.000	400.001	0.786	2.401
400.000	400.003	0.830	2.428
400.000	400.002	0.876	2.333
400.000	400.001	0.735	2.351
400.000	400.002	0.785	2.432
400.000	400.000	0.862	2.360
400.000	400.000	0.859	2.307
400.000	399.997	0.752	2.413
400.000	400.000	0.781	2.465
400.000	400.000	0.769	2.323
400.000	400.001	0.700	2.266
400.000	400.001	0.801	2.264
400.000	400.000	0.747	2.551
400.000	400.002	0.798	2.301
400.000	399.998	0.896	2.334
400.000	399.997	0.782	2.405
400.000	399.999	0.784	2.305
400.000	399.998	0.729	2.423
400.000	399.998	0.801	2.303
400.000	399.996	0.805	2.342
400.000	400.001	0.861	2.338
400.000	400.002	0.723	2.289
400.000	400.001	0.776	2.435
400.000	399.998	0.822	2.447
400.000	400.003	0.861	2.332
400.000	399.999	0.847	2.324
400.000	400.003	0.824	2.417
400.000	400.001	0.864	2.377
400.000	400.002	0.817	2.525
400.000	400.000	0.836	2.428
400.000	399.998	0.752	2.421
400.000	400.003	0.746	2.332
400.000	400.002	0.783	2.411
400.000	400.001	0.720	2.316
400.000	399.998	0.770	2.258
400.000	399.996	0.804	2.386
400.000	399.997	0.732	2.391
400.000	400.002	0.778	2.412
400.000	400.000	0.831	2.429
400.000	400.001	0.748	2.502
400.000	400.000	0.904	2.401
400.000	399.998	0.888	2.417
400.000	399.999	0.785	2.285
400.000	400.002	0.765	2.397
400.000	399.998	0.787	2.420
400.000	399.997	0.813	2.336
400.000	399.999	0.865	2.379
400.000	399.998	0.778	2.315
400.000	399.998	0.732	2.404
400.000	400.003	0.856	2.318
400.000	399.999	0.812	2.279
400.000	399.998	0.807	2.265
400.000	399.999	0.762	2.375
400.000	400.001	0.745	2.249
400.000	399.998	0.733	2.226
400.000	400.001	0.855	2.325
400.000	399.999	0.830	2.368
400.000	400.001	0.724	2.381
400.000	399.998	0.787	2.356
400.000	399.999	0.757	2.361
400.000	399.997	0.812	2.316
400.000	399.998	0.724	2.311
400.000	400.000	0.820	2.398
400.000	400.002	0.667	2.375
400.000	400.002	0.787	2.368
400.000	400.003	0.874	2.350
400.000	399.998	0.740	2.352
400.000	400.003	0.792	2.421
400.000	400.000	0.839	2.310
400.000	400.001	0.763	2.183
400.000	400.002	0.723	2.244
400.000	399.998	0.859	2.329
400.000	400.000	0.772	2.399
400.000	400.000	0.751	2.371
400.000	400.000	0.764	2.363
400.000	399.999	0.836	2.383
400.000	400.002	0.810	2.344
400.000	400.000	0.853	2.269
