Frequency Set (GHz)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)
400.000	400.000	0.735	0.667
400.000	400.001	0.859	0.080
400.000	400.000	0.844	5.923
400.000	400.000	0.787	5.398
400.000	400.001	0.684	4.820
400.000	400.001	0.749	3.955
400.000	399.999	0.686	3.419
400.000	400.002	0.767	2.907
400.000	399.998	0.705	2.526
400.000	400.000	0.611	2.397
400.000	400.001	0.530	1.861
400.000	399.997	0.573	1.238
400.000	399.998	0.757	0.715
400.000	400.003	0.840	0.205
400.000	400.001	0.878	5.936
400.000	400.000	0.673	5.242
400.000	399.999	0.678	4.458
400.000	400.002	0.741	3.952
400.000	400.002	0.692	3.312
400.000	400.000	0.714	2.853
400.000	399.998	0.619	2.557
400.000	400.003	0.567	2.187
400.000	399.999	0.517	1.751
400.000	400.000	0.557	1.257
400.000	400.002	0.714	0.718
400.000	400.000	0.858	0.244
400.000	400.001	0.840	5.929
400.000	400.002	0.770	5.326
400.000	399.998	0.745	4.694
400.000	399.999	0.728	4.062
400.000	400.002	0.652	3.449
400.000	399.998	0.742	3.099
400.000	399.998	0.625	2.488
400.000	399.998	0.587	2.277
400.000	399.998	0.491	2.088
400.000	399.998	0.570	1.252
400.000	400.002	0.616	0.669
400.000	399.997	0.794	0.237
400.000	399.999	0.801	6.087
400.000	399.999	0.711	5.468
400.000	399.997	0.707	4.815
400.000	400.002	0.629	4.150
400.000	400.001	0.752	3.565
400.000	399.999	0.624	3.058
400.000	399.998	0.670	2.650
400.000	399.999	0.620	2.320
400.000	400.000	0.567	1.799
400.000	399.999	0.498	1.385
400.000	400.000	0.609	0.907
400.000	399.998	0.732	0.258
400.000	400.000	0.726	6.105
400.000	399.998	0.731	5.465
400.000	400.000	0.659	4.800
400.000	399.998	0.688	4.104
400.000	400.000	0.680	3.489
400.000	400.001	0.713	2.950
400.000	400.003	0.683	2.760
400.000	400.000	0.613	2.415
400.000	400.001	0.571	1.884
400.000	399.998	0.550	1.397
400.000	400.003	0.719	0.840
400.000	400.001	0.815	0.432
400.000	399.997	0.837	6.082
400.000	400.000	0.703	5.447
400.000	399.999	0.664	4.686
400.000	399.999	0.683	4.242
400.000	400.000	0.656	3.605
400.000	400.000	0.720	3.169
400.000	399.999	0.763	2.590
400.000	400.000	0.679	2.319
400.000	400.002	0.618	1.872
400.000	400.001	0.560	1.562
400.000	400.000	0.667	0.821
400.000	400.002	0.803	0.305
400.000	399.998	0.864	5.864
400.000	400.000	0.693	5.270
400.000	400.001	0.716	4.553
400.000	400.001	0.652	4.157
400.000	399.997	0.605	3.728
400.000	400.000	0.614	3.112
400.000	399.999	0.677	2.751
400.000	400.002	0.673	2.411
400.000	399.999	0.534	2.068
400.000	399.998	0.536	1.514
400.000	400.002	0.802	0.802
400.000	400.001	0.865	0.340
400.000	400.001	0.881	6.207
400.000	399.999	0.766	5.497
400.000	399.999	0.676	4.780
400.000	399.998	0.583	4.070
400.000	400.004	0.672	3.404
400.000	399.996	0.674	2.900
400.000	400.000	0.629	2.666
400.000	399.999	0.629	2.266
400.000	400.000	0.625	1.915
400.000	400.000	0.540	1.205
400.000	400.002	0.638	0.684
400.000	399.999	0.838	0.198
400.000	400.000	0.852	5.875
400.000	399.999	0.732	5.071
400.000	400.000	0.643	4.435
400.000	399.999	0.714	3.770
400.000	399.997	0.665	3.265
400.000	400.000	0.703	2.883
400.000	400.000	0.734	2.666
400.000	399.997	0.607	2.386
400.000	399.998	0.620	1.762
400.000	399.999	0.442	1.331
400.000	400.000	0.712	0.813
400.000	399.999	0.802	0.318
400.000	399.998	0.866	6.219
400.000	400.003	0.824	5.663
400.000	400.000	0.681	5.252
400.000	399.999	0.651	4.538
400.000	400.002	0.627	4.023
400.000	399.999	0.688	3.373
400.000	399.999	0.641	2.891
400.000	399.999	0.642	2.629
400.000	400.000	0.684	2.246
400.000	400.002	0.594	1.863
400.000	400.002	0.631	1.246
400.000	400.003	0.717	0.751
400.000	399.999	0.874	0.293
400.000	400.005	0.815	6.112
400.000	400.002	0.737	5.533
400.000	399.999	0.738	4.896
400.000	400.006	0.593	4.133
400.000	400.000	0.682	3.522
400.000	400.001	0.613	2.952
400.000	399.999	0.626	2.730
400.000	400.002	0.712	2.401
400.000	399.996	0.592	1.940
400.000	400.000	0.656	1.327
400.000	400.002	0.672	0.816
400.000	400.000	0.824	0.340
400.000	400.003	0.959	6.220
400.000	399.999	0.769	5.483
400.000	400.000	0.786	4.850
400.000	399.999	0.678	4.207
400.000	399.995	0.658	3.544
400.000	399.997	0.607	2.938
400.000	399.997	0.617	2.744
400.000	399.995	0.625	2.541
400.000	400.000	0.611	2.112
400.000	400.002	0.568	1.495
400.000	400.000	0.629	0.777
400.000	400.002	0.702	0.391
400.000	400.002	0.892	0.035
400.000	399.999	0.826	5.697
400.000	400.001	0.683	4.607
400.000	400.003	0.686	3.942
400.000	400.001	0.614	3.384
400.000	400.001	0.678	2.908
400.000	400.001	0.647	2.553
400.000	399.998	0.606	2.348
400.000	399.998	0.627	1.920
400.000	400.002	0.598	1.151
400.000	400.000	0.665	0.609
400.000	399.997	0.826	0.263
400.000	400.000	0.834	6.118
400.000	400.001	0.752	5.635
400.000	399.997	0.682	4.768
400.000	400.002	0.658	4.013
400.000	400.000	0.701	3.527
400.000	399.999	0.658	3.054
400.000	400.001	0.649	2.486
400.000	399.999	0.617	2.395
400.000	399.998	0.636	1.725
400.000	399.998	0.648	1.287
400.000	400.001	0.729	0.798
400.000	400.004	0.798	0.321
400.000	399.998	0.875	5.970
400.000	399.999	0.666	5.445
400.000	400.002	0.622	4.305
400.000	400.001	0.650	3.591
400.000	400.002	0.688	3.186
400.000	400.004	0.589	2.752
400.000	400.000	0.633	2.564
400.000	400.002	0.590	2.264
400.000	400.001	0.642	1.730
400.000	400.002	0.672	1.177
400.000	400.000	0.717	0.709
400.000	399.997	0.830	0.223
400.000	399.998	0.811	6.057
400.000	400.000	0.702	5.658
400.000	400.005	0.692	4.841
400.000	400.001	0.613	4.074
400.000	400.000	0.739	3.446
400.000	400.000	0.692	3.003
400.000	400.002	0.642	2.525
400.000	400.000	0.677	2.415
400.000	400.001	0.606	2.044
400.000	399.998	0.602	1.568
400.000	399.999	0.757	0.790
400.000	399.999	0.873	0.412
400.000	400.001	0.782	6.232
400.000	399.996	0.796	5.832
400.000	399.998	0.758	5.091
400.000	399.998	0.623	4.329
400.000	399.995	0.734	3.791
400.000	400.000	0.722	3.243
400.000	399.998	0.656	2.870
400.000	399.999	0.672	2.599
400.000	399.996	0.652	2.297
400.000	400.000	0.588	1.563
400.000	400.000	0.630	1.028
400.000	400.000	0.760	0.561
400.000	400.000	0.868	0.060
400.000	399.998	0.759	5.817
400.000	400.000	0.649	5.099
400.000	399.994	0.620	4.266
400.000	400.003	0.628	3.633
400.000	399.996	0.664	3.223
400.000	399.997	0.609	2.785
400.000	400.001	0.577	2.438
400.000	400.001	0.595	2.233
400.000	400.003	0.583	1.895
400.000	400.004	0.653	1.107
400.000	400.000	0.802	0.560
400.000	400.001	0.782	0.212
400.000	400.000	0.862	6.049
400.000	399.998	0.809	5.262
400.000	400.001	0.684	4.621
400.000	400.003	0.660	3.927
400.000	399.999	0.609	3.183
400.000	399.999	0.714	2.935
400.000	399.997	0.707	2.552
400.000	399.998	0.597	2.345
400.000	400.003	0.623	1.721
400.000	400.002	0.590	1.151
400.000	399.999	0.623	0.599
400.000	400.003	0.815	0.178
400.000	400.000	0.834	6.074
400.000	399.995	0.711	5.371
400.000	400.003	0.547	4.713
400.000	399.997	0.608	4.005
400.000	399.998	0.696	3.338
400.000	400.001	0.640	2.770
400.000	400.003	0.605	2.522
400.000	399.999	0.575	2.302
400.000	400.003	0.582	1.610
400.000	399.999	0.689	1.134
400.000	399.998	0.677	0.557
400.000	399.999	0.882	0.173
400.000	400.001	0.881	5.959
400.000	400.001	0.708	5.421
400.000	399.997	0.704	4.459
400.000	400.001	0.593	3.680
400.000	399.999	0.664	3.419
400.000	400.000	0.642	2.965
400.000	400.001	0.654	2.485
400.000	400.000	0.658	2.432
400.000	400.000	0.550	1.814
400.000	400.001	0.594	1.074
400.000	399.999	0.771	0.640
400.000	400.000	0.870	0.210
400.000	399.997	0.905	6.054
400.000	400.001	0.752	5.295
400.000	399.998	0.638	4.575
400.000	400.002	0.602	3.932
400.000	400.001	0.593	3.340
400.000	400.000	0.655	2.913
400.000	400.002	0.594	2.658
400.000	399.998	0.625	2.218
400.000	400.001	0.495	1.795
400.000	399.998	0.485	1.005
400.000	400.003	0.826	0.545
400.000	399.995	0.882	0.199
400.000	400.001	0.812	5.917
400.000	399.996	0.741	5.301
400.000	399.997	0.534	4.268
400.000	400.002	0.636	3.391
400.000	399.999	0.664	2.987
400.000	400.001	0.597	2.651
400.000	399.999	0.555	2.384
400.000	400.002	0.543	1.837
400.000	400.000	0.552	1.188
400.000	399.998	0.681	0.726
400.000	400.001	0.968	0.393
400.000	400.000	0.881	6.138
400.000	399.997	0.721	5.403
400.000	399.999	0.714	4.683
400.000	399.999	0.671	3.979
400.000	399.999	0.723	3.416
400.000	400.000	0.696	2.965
400.000	400.000	0.569	2.757
400.000	400.001	0.632	2.393
400.000	400.000	0.509	2.071
400.000	399.999	0.514	1.436
400.000	400.004	0.640	0.784
400.000	400.004	0.815	0.405
400.000	399.999	0.894	0.033
400.000	400.001	0.854	5.902
400.000	400.000	0.729	5.144
400.000	400.004	0.672	4.411
400.000	400.001	0.686	1.020
400.000	400.000	0.601	2.999
400.000	400.001	0.635	2.774
400.000	400.001	0.568	2.617
400.000	399.999	0.572	2.339
400.000	399.998	0.611	1.599
400.000	400.003	0.680	1.026
400.000	400.001	0.811	0.471
400.000	400.000	0.914	0.076
400.000	400.001	0.849	5.853
400.000	399.998	0.729	5.254
400.000	399.999	0.664	4.591
400.000	400.003	0.607	3.876
400.000	400.001	0.616	3.366
400.000	399.998	0.607	2.930
400.000	400.001	0.666	2.631
400.000	399.998	0.628	2.426
400.000	399.996	0.601	1.980
400.000	400.006	0.555	1.250
400.000	399.999	0.820	0.823
400.000	399.998	0.889	0.352
400.000	400.000	0.917	6.135
400.000	400.003	0.769	5.472
400.000	400.001	0.632	4.726
400.000	399.998	0.694	4.024
400.000	400.001	0.659	3.446
400.000	399.997	0.639	2.898
400.000	400.002	0.610	2.700
400.000	400.001	0.599	2.271
400.000	399.999	0.581	2.168
400.000	400.000	0.463	1.547
400.000	399.999	0.608	0.887
400.000	399.998	0.794	0.463
400.000	399.999	0.898	0.016
400.000	400.004	0.799	5.724
400.000	399.999	0.634	5.128
400.000	399.998	0.634	4.196
400.000	399.999	0.604	3.616
400.000	400.000	0.597	3.007
400.000	400.002	0.655	2.799
400.000	400.005	0.622	2.640
400.000	400.001	0.570	2.080
400.000	399.999	0.586	1.625
400.000	400.004	0.549	1.018
400.000	399.999	0.775	0.491
400.000	400.000	0.804	0.002
400.000	400.003	0.794	5.819
400.000	400.000	0.720	5.059
400.000	400.003	0.594	4.219
400.000	399.996	0.710	3.462
400.000	400.001	0.677	3.068
400.000	400.000	0.640	2.722
400.000	399.999	0.542	2.545
400.000	400.001	0.579	2.042
400.000	399.999	0.655	1.280
400.000	400.001	0.678	0.842
400.000	399.997	0.923	0.449
400.000	399.997	0.787	6.257
400.000	399.997	0.771	5.619
400.000	399.998	0.533	4.835
400.000	400.001	0.676	4.117
400.000	400.001	0.680	3.631
400.000	399.999	0.637	3.189
400.000	400.001	0.633	2.869
400.000	399.997	0.624	2.359
400.000	400.000	0.616	2.137
400.000	400.003	0.611	1.843
400.000	400.003	0.701	0.934
400.000	399.999	0.762	0.487
400.000	399.999	0.905	0.051
400.000	399.999	0.814	5.740
400.000	400.000	0.716	4.891
400.000	399.998	0.665	4.051
400.000	400.000	0.708	3.389
400.000	399.996	0.652	2.873
400.000	399.999	0.640	2.657
400.000	399.998	0.612	2.416
400.000	400.000	0.537	2.157
400.000	399.997	0.596	1.432
400.000	399.999	0.636	0.912
400.000	399.992	0.838	0.389
400.000	399.998	0.825	0.055
400.000	399.999	0.742	5.691
400.000	400.002	0.588	4.891
400.000	400.000	0.609	3.977
400.000	399.995	0.690	3.409
400.000	400.001	0.699	2.902
400.000	400.003	0.568	2.469
400.000	400.001	0.628	2.344
400.000	400.001	0.609	1.988
400.000	399.997	0.554	1.259
400.000	399.999	0.687	0.722
400.000	399.997	0.915	0.321
400.000	400.001	0.939	6.225
400.000	399.998	0.721	5.709
400.000	399.998	0.568	4.883
400.000	400.001	0.558	3.860
400.000	399.999	0.673	3.256
400.000	399.998	0.630	2.911
400.000	400.002	0.651	2.422
400.000	400.000	0.622	2.468
400.000	400.001	0.519	1.920
400.000	399.999	0.549	1.349
400.000	400.002	0.705	0.894
400.000	399.999	0.905	0.395
400.000	399.999	0.837	6.010
400.000	399.997	0.755	5.294
400.000	399.997	0.604	4.811
400.000	400.002	0.658	3.986
400.000	400.000	0.699	3.319
400.000	400.000	0.624	2.844
400.000	399.999	0.655	2.570
400.000	400.001	0.618	2.231
400.000	399.996	0.510	1.934
400.000	400.001	0.563	1.413
400.000	399.998	0.674	0.895
400.000	400.002	0.854	0.496
400.000	400.000	0.931	0.154
400.000	400.000	0.891	6.085
400.000	399.999	0.727	5.503
400.000	400.004	0.628	4.631
400.000	400.001	0.540	3.933
400.000	399.998	0.640	3.455
400.000	400.002	0.707	3.021
400.000	400.002	0.681	2.638
400.000	400.000	0.617	2.370
400.000	399.998	0.585	2.210
400.000	400.002	0.445	1.695
400.000	400.001	0.728	0.888
400.000	400.001	0.931	0.444
400.000	400.001	0.922	0.035
400.000	399.999	0.797	5.719
400.000	400.001	0.735	5.076
400.000	400.001	0.548	4.059
400.000	400.001	0.704	3.456
400.000	399.997	0.637	2.929
400.000	399.999	0.665	2.636
400.000	399.999	0.616	2.380
400.000	400.000	0.613	1.852
400.000	400.000	0.537	1.396
400.000	400.000	0.731	0.833
400.000	399.996	0.990	0.347
400.000	400.001	0.960	6.246
400.000	400.002	0.746	5.692
400.000	399.998	0.589	4.880
400.000	400.002	0.682	4.023
400.000	400.001	0.684	3.308
400.000	400.002	0.657	2.892
400.000	400.000	0.606	2.471
400.000	399.998	0.590	2.224
400.000	400.002	0.613	1.984
400.000	399.998	0.576	1.350
400.000	400.001	0.726	0.638
400.000	399.999	0.841	0.207
400.000	399.998	0.847	5.799
400.000	400.000	0.728	5.203
400.000	400.002	0.664	4.615
400.000	400.000	0.695	3.921
400.000	400.000	0.620	3.319
400.000	400.000	0.671	2.640
400.000	400.002	0.685	2.540
400.000	399.997	0.620	2.226
400.000	399.997	0.586	1.833
400.000	400.002	0.546	1.267
400.000	399.999	0.686	0.685
400.000	400.002	0.949	0.307
400.000	399.998	0.901	6.122
400.000	400.001	0.795	5.443
400.000	399.998	0.713	4.714
400.000	400.001	0.676	3.906
400.000	400.004	0.730	3.243
400.000	399.999	0.688	2.836
400.000	400.000	0.611	2.575
400.000	399.999	0.658	2.130
400.000	400.003	0.450	1.783
400.000	400.001	0.618	1.260
400.000	400.002	0.790	0.759
400.000	399.999	0.926	0.144
400.000	400.000	0.867	6.077
400.000	399.998	0.844	5.645
400.000	400.001	0.718	4.887
400.000	400.001	0.685	4.083
400.000	399.999	0.755	3.436
400.000	400.001	0.724	2.912
400.000	399.999	0.600	2.494
400.000	399.998	0.588	2.302
400.000	399.997	0.623	1.949
400.000	399.999	0.650	1.288
400.000	400.002	0.761	0.749
400.000	400.000	0.896	0.325
400.000	400.001	0.936	6.000
400.000	399.997	0.943	5.643
400.000	400.001	0.735	4.993
400.000	399.999	0.679	4.230
400.000	400.001	0.751	3.561
400.000	399.999	0.753	2.950
400.000	400.002	0.723	2.720
400.000	400.001	0.640	2.288
400.000	399.997	0.553	1.872
400.000	399.998	0.571	1.428
400.000	399.995	0.711	0.950
400.000	399.999	0.934	0.411
400.000	399.999	0.948	6.227
400.000	399.998	0.812	5.313
400.000	400.000	0.617	4.531
400.000	399.999	0.705	4.009
400.000	400.000	0.633	3.376
400.000	400.001	0.710	2.811
400.000	399.999	0.721	2.419
400.000	400.000	0.582	2.184
400.000	400.000	0.506	2.077
400.000	399.996	0.612	1.352
400.000	400.000	0.752	0.768
400.000	400.000	0.945	0.189
400.000	399.999	1.048	6.127
400.000	399.999	0.961	5.644
400.000	400.000	0.744	4.972
400.000	400.002	0.661	4.203
400.000	399.998	0.738	3.612
400.000	399.999	0.767	3.056
400.000	400.001	0.719	2.469
400.000	399.997	0.664	2.354
400.000	399.994	0.584	1.928
400.000	400.002	0.588	1.389
400.000	399.999	0.751	0.910
400.000	399.997	0.950	0.384
400.000	399.999	1.036	0.015
400.000	399.999	0.894	5.748
400.000	400.001	0.738	5.043
400.000	400.000	0.776	4.253
400.000	399.997	0.603	3.378
400.000	399.997	0.669	3.044
400.000	400.002	0.600	2.496
400.000	400.001	0.619	2.162
400.000	400.000	0.606	1.717
400.000	399.997	0.515	1.298
400.000	400.000	0.814	0.759
400.000	400.001	0.965	0.229
400.000	400.001	0.967	6.075
400.000	400.000	0.967	5.693
400.000	400.004	0.797	5.110
400.000	400.000	0.591	4.321
400.000	400.001	0.690	3.442
400.000	399.998	0.618	2.894
400.000	399.999	0.670	2.667
400.000	399.998	0.613	2.436
400.000	399.999	0.625	1.960
400.000	400.002	0.661	1.486
400.000	399.999	0.702	0.907
400.000	400.001	0.903	0.503
400.000	400.005	0.952	0.106
400.000	399.998	0.932	5.996
400.000	400.000	0.714	5.041
400.000	400.004	0.691	4.139
400.000	399.999	0.678	3.439
400.000	400.003	0.693	2.783
400.000	400.004	0.624	2.431
400.000	400.001	0.565	2.211
400.000	399.997	0.601	1.852
400.000	399.999	0.626	1.312
400.000	399.999	0.764	0.830
400.000	399.999	0.918	0.186
400.000	399.998	1.008	6.151
400.000	400.003	0.898	5.614
400.000	399.997	0.693	4.890
400.000	400.004	0.599	3.948
400.000	400.001	0.756	3.265
400.000	399.999	0.724	2.973
400.000	399.998	0.629	2.486
400.000	400.001	0.723	2.313
400.000	399.998	0.665	1.846
400.000	400.001	0.649	1.277
400.000	400.002	0.752	0.767
400.000	399.997	0.880	0.389
400.000	400.003	0.938	6.263
400.000	400.002	0.903	5.569
400.000	400.001	0.704	4.682
400.000	399.999	0.721	3.860
400.000	399.999	0.707	3.212
400.000	400.000	0.747	2.677
400.000	400.002	0.715	2.349
400.000	399.999	0.538	2.069
400.000	399.999	0.596	1.919
400.000	399.999	0.652	1.433
400.000	400.002	0.758	0.822
400.000	399.997	0.995	0.435
400.000	400.002	0.981	6.259
400.000	400.003	0.870	5.784
400.000	400.000	0.782	5.008
400.000	400.001	0.685	4.183
400.000	400.000	0.786	3.506
400.000	400.000	0.710	2.895
400.000	399.997	0.617	2.426
400.000	399.999	0.601	2.266
400.000	400.002	0.640	1.975
400.000	400.000	0.621	1.409
400.000	399.999	0.750	0.857
400.000	400.001	0.867	0.393
400.000	400.000	0.948	0.024
400.000	399.999	0.915	5.778
400.000	399.999	0.717	4.967
400.000	400.004	0.824	4.244
400.000	399.996	0.754	3.613
400.000	400.002	0.705	2.854
400.000	400.000	0.721	2.557
400.000	399.999	0.684	2.271
400.000	400.002	0.644	1.823
400.000	400.000	0.660	1.420
400.000	399.998	0.693	0.971
400.000	400.000	0.912	0.437
400.000	399.999	0.926	0.033
400.000	400.000	0.887	5.698
400.000	399.999	0.790	5.028
400.000	400.000	0.640	4.133
400.000	399.997	0.711	3.466
400.000	400.000	0.696	2.963
400.000	400.001	0.776	2.508
400.000	400.000	0.696	2.215
400.000	399.999	0.607	1.928
400.000	399.999	0.592	1.245
400.000	400.001	0.733	0.951
400.000	400.001	0.865	0.320
400.000	400.000	0.984	0.053
400.000	400.000	0.911	5.772
400.000	399.999	0.797	5.130
400.000	400.001	0.735	4.178
400.000	399.993	0.778	3.532
400.000	400.001	0.724	2.865
400.000	400.003	0.701	2.465
400.000	400.001	0.694	2.257
400.000	400.001	0.725	1.741
400.000	400.002	0.564	1.287
400.000	399.999	0.698	0.807
400.000	399.999	0.920	0.423
400.000	399.999	0.989	0.101
400.000	399.999	0.854	5.630
400.000	399.999	0.653	5.081
400.000	400.000	0.757	4.294
400.000	399.998	0.781	3.601
400.000	399.999	0.790	2.904
400.000	399.999	0.816	2.634
400.000	399.999	0.680	2.201
400.000	399.999	0.596	1.913
400.000	400.000	0.573	1.310
400.000	399.996	0.651	0.747
400.000	400.003	0.746	0.330
400.000	400.001	0.990	0.036
400.000	400.000	0.921	5.826
400.000	399.997	0.780	5.264
400.000	400.000	0.798	4.172
400.000	400.005	0.771	3.271
400.000	399.999	0.670	2.581
400.000	400.002	0.666	2.504
400.000	399.998	0.640	2.154
400.000	399.999	0.677	1.777
400.000	400.004	0.605	1.216
400.000	399.998	0.820	0.777
400.000	399.998	0.990	0.266
400.000	399.998	0.943	6.017
400.000	400.000	0.869	5.473
400.000	400.000	0.670	4.837
400.000	399.998	0.626	3.928
400.000	399.997	0.707	3.449
400.000	400.004	0.769	2.911
400.000	400.001	0.786	2.588
400.000	400.001	0.720	2.314
400.000	399.996	0.619	1.868
400.000	400.002	0.646	1.375
400.000	400.001	0.701	0.909
400.000	399.999	0.778	0.493
400.000	400.001	1.000	0.002
400.000	400.000	0.950	5.950
400.000	400.000	0.865	5.238
400.000	400.005	0.642	4.342
400.000	400.005	0.701	3.738
400.000	399.999	0.647	3.110
400.000	400.000	0.686	2.756
400.000	400.002	0.668	2.336
400.000	400.001	0.588	1.986
400.000	399.999	0.659	1.601
400.000	400.004	0.694	0.962
400.000	400.001	0.847	0.317
400.000	400.002	1.001	0.099
400.000	399.999	1.044	5.937
400.000	400.002	0.757	5.353
400.000	400.003	0.637	4.513
400.000	400.001	0.647	3.677
400.000	400.004	0.698	3.052
400.000	399.998	0.723	2.600
400.000	399.998	0.683	2.353
400.000	400.001	0.598	1.881
400.000	399.999	0.657	1.515
400.000	399.997	0.630	1.074
400.000	400.002	0.878	0.536
400.000	399.997	1.050	0.111
400.000	400.000	0.925	5.926
400.000	399.998	0.774	5.415
400.000	400.000	0.614	4.422
400.000	399.998	0.664	3.694
400.000	400.004	0.761	3.108
400.000	400.001	0.716	2.655
400.000	399.999	0.675	2.342
400.000	400.003	0.593	1.973
400.000	400.001	0.516	1.520
400.000	399.996	0.661	0.918
400.000	399.998	0.852	0.496
400.000	399.998	0.947	0.041
400.000	400.000	0.891	5.761
400.000	399.998	0.706	5.113
400.000	399.998	0.681	4.369
400.000	400.000	0.674	3.471
400.000	400.001	0.712	2.907
400.000	399.999	0.725	2.592
400.000	399.997	0.742	2.077
400.000	399.999	0.560	1.835
400.000	399.999	0.639	1.370
400.000	399.997	0.740	0.921
400.000	400.001	0.767	0.525
400.000	400.000	1.018	0.051
400.000	400.001	0.897	5.884
400.000	400.001	0.908	5.284
400.000	399.997	0.799	4.391
400.000	400.000	0.749	3.651
400.000	400.002	0.741	2.758
400.000	400.000	0.696	2.382
400.000	400.001	0.558	2.058
400.000	399.995	0.527	1.787
400.000	400.002	0.565	1.368
400.000	399.999	0.696	0.714
400.000	400.000	0.898	0.369
400.000	399.999	0.999	6.280
400.000	400.002	0.948	5.852
400.000	400.003	0.762	5.138
400.000	400.003	0.646	4.501
400.000	400.001	0.784	3.751
400.000	400.004	0.723	3.408
400.000	400.000	0.762	2.707
400.000	399.998	0.712	2.367
400.000	400.000	0.621	2.162
400.000	400.000	0.601	1.854
400.000	400.000	0.648	1.140
400.000	399.999	0.915	0.606
400.000	399.999	1.023	0.298
400.000	400.000	1.018	6.195
400.000	399.998	0.841	5.641
400.000	400.004	0.737	5.033
400.000	399.999	0.718	4.119
400.000	399.997	0.786	3.494
