Frequency Set (GHz)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)
100.000	99.997	2.191	3.652
100.000	99.998	2.685	3.252
100.000	100.003	4.332	3.578
100.000	100.001	1.548	3.035
100.000	100.003	3.152	3.450
100.000	100.003	3.418	3.338
100.000	100.000	1.480	2.396
100.000	99.999	3.340	3.776
100.000	100.000	2.474	3.305
100.000	100.001	2.207	3.203
100.000	99.998	3.448	3.666
100.000	99.997	2.475	2.846
100.000	100.002	1.938	3.593
100.000	100.000	3.435	3.622
100.000	99.999	2.191	2.412
100.000	99.998	2.652	3.811
100.000	99.998	1.796	3.227
100.000	99.999	1.671	2.794
100.000	100.001	2.974	3.875
100.000	99.999	1.788	2.948
100.000	100.000	1.240	3.357
100.000	100.002	2.506	3.916
100.000	99.997	1.656	2.453
100.000	99.999	2.311	3.873
100.000	100.001	2.361	3.399
100.000	100.000	1.051	2.605
100.000	99.998	2.665	3.908
100.000	100.001	1.908	3.315
100.000	99.999	1.117	3.534
100.000	100.004	3.180	3.939
100.000	100.000	2.016	2.900
100.000	100.002	2.440	3.739
100.000	99.999	3.282	3.714
100.000	100.000	1.996	2.879
100.000	100.001	2.204	3.945
100.000	100.000	2.389	3.391
100.000	100.000	1.820	3.715
100.000	100.000	3.125	3.862
100.000	99.999	1.678	2.828
100.000	100.004	2.587	4.172
100.000	100.000	3.122	3.481
100.000	100.003	1.713	3.324
100.000	99.999	3.357	3.864
100.000	99.998	2.782	2.998
100.000	100.005	1.522	3.845
100.000	99.999	3.498	3.794
100.000	100.003	2.278	2.840
100.000	99.999	2.667	4.231
100.000	100.004	2.479	3.388
100.000	100.002	1.510	3.256
100.000	99.999	2.713	3.917
100.000	100.003	2.414	2.763
100.000	100.000	2.035	3.753
100.000	99.999	2.838	3.714
100.000	100.003	2.681	2.607
100.000	100.002	2.872	3.958
100.000	99.998	2.704	3.410
100.000	99.999	2.511	3.077
100.000	100.002	3.186	3.861
100.000	100.005	2.660	3.188
100.000	100.002	3.594	3.665
100.000	99.998	2.621	3.579
100.000	100.003	2.913	3.124
100.000	100.000	3.548	3.973
100.000	100.004	1.801	3.279
100.000	100.000	3.138	3.442
100.000	100.000	3.163	3.981
100.000	99.999	2.042	3.231
100.000	100.000	3.977	3.688
100.000	99.997	2.582	3.782
100.000	100.000	2.053	2.693
100.000	99.999	3.353	3.844
100.000	100.000	1.959	3.353
100.000	100.000	2.219	3.551
100.000	100.002	3.697	3.979
100.000	100.001	2.317	2.774
100.000	99.997	3.674	3.773
100.000	99.999	3.522	3.806
100.000	99.998	2.474	2.822
100.000	100.001	3.967	3.897
100.000	100.000	2.698	3.395
100.000	100.000	2.415	3.458
100.000	99.997	4.323	3.960
100.000	99.998	2.765	3.000
100.000	100.002	3.128	3.892
100.000	100.001	3.706	3.894
100.000	100.004	2.909	3.212
100.000	100.000	3.865	4.048
100.000	99.998	2.924	3.329
100.000	100.001	3.517	3.788
100.000	99.999	3.957	3.956
100.000	100.004	3.069	2.821
100.000	100.001	3.499	3.984
100.000	100.000	2.601	3.643
100.000	100.000	2.092	3.037
100.000	100.001	2.913	4.093
100.000	99.995	2.524	2.925
100.000	100.000	2.442	3.769
100.000	100.000	1.890	3.728
100.000	99.999	2.366	2.685
100.000	99.998	2.482	3.930
100.000	100.002	1.458	3.229
100.000	99.999	2.244	3.277
100.000	99.999	2.497	3.896
100.000	100.000	1.839	2.547
100.000	100.000	2.808	3.936
100.000	99.997	1.936	3.806
100.000	99.999	2.079	2.821
100.000	99.998	3.743	3.851
100.000	99.997	1.869	2.698
100.000	99.999	2.045	3.197
100.000	100.002	3.821	3.738
100.000	100.000	2.882	2.479
100.000	99.998	2.586	3.603
100.000	99.996	2.835	3.530
100.000	99.997	2.176	2.444
100.000	99.999	3.775	3.789
100.000	100.001	2.762	2.678
100.000	99.998	2.086	3.426
100.000	100.004	3.290	3.761
100.000	100.000	2.778	2.448
100.000	100.002	3.178	3.781
100.000	99.999	3.146	3.604
100.000	99.997	2.776	2.579
100.000	100.002	3.938	3.807
100.000	100.000	3.522	2.939
100.000	99.999	2.401	3.160
100.000	99.996	2.872	3.527
100.000	99.999	3.358	2.712
100.000	100.005	3.122	3.816
100.000	100.001	3.138	3.270
100.000	99.998	2.016	3.103
100.000	99.999	3.160	3.757
100.000	100.001	3.117	2.932
100.000	99.999	2.573	3.703
100.000	99.997	2.506	3.576
100.000	99.999	3.189	2.838
100.000	100.001	3.041	3.806
100.000	99.994	2.721	2.724
100.000	100.000	1.424	3.477
100.000	100.001	2.195	3.861
100.000	99.994	2.934	2.450
100.000	99.999	1.565	3.851
100.000	99.999	1.280	3.384
100.000	99.998	2.427	2.697
100.000	100.001	2.329	4.224
100.000	99.998	2.079	2.531
100.000	100.000	1.407	2.905
100.000	100.000	2.548	4.373
100.000	100.000	2.643	2.546
100.000	99.999	1.188	3.954
100.000	100.001	1.759	3.961
100.000	100.002	2.824	2.636
100.000	99.998	1.980	4.362
100.000	100.002	1.250	3.233
100.000	99.998	2.012	3.062
100.000	99.998	1.589	3.726
100.000	100.001	2.875	2.696
100.000	100.000	2.361	3.987
100.000	99.999	1.172	3.137
100.000	100.001	3.227	2.728
100.000	100.003	1.859	3.982
100.000	100.000	2.480	2.722
100.000	99.999	1.661	3.200
100.000	99.999	0.865	3.809
100.000	100.001	2.642	2.454
100.000	99.999	1.616	3.741
100.000	99.997	1.053	2.728
100.000	100.000	2.798	2.767
100.000	99.998	1.495	3.436
100.000	99.998	1.797	2.367
100.000	100.000	1.705	3.010
100.000	100.000	0.892	3.301
100.000	100.002	2.411	2.401
100.000	99.997	1.206	3.830
100.000	99.998	1.041	2.095
100.000	99.999	1.939	2.707
100.000	99.998	0.848	4.127
100.000	100.001	2.078	2.451
100.000	99.999	1.024	3.124
100.000	99.999	0.538	1.918
100.000	100.001	3.169	2.777
100.000	100.000	0.916	4.381
100.000	100.006	1.402	1.552
100.000	100.003	1.765	2.891
100.000	100.001	0.778	5.234
100.000	100.000	2.165	2.763
100.000	100.002	1.871	3.736
100.000	99.998	0.446	5.382
100.000	100.003	1.380	0.893
100.000	100.004	1.441	0.981
100.000	99.997	1.206	0.939
100.000	100.001	1.185	0.893
100.000	100.004	1.361	0.977
100.000	99.999	1.299	0.899
100.000	100.000	1.313	0.969
100.000	99.997	1.404	0.832
100.000	99.999	1.167	0.857
100.000	99.997	1.347	0.854
100.000	100.004	1.323	0.898
100.000	99.999	1.313	0.836
100.000	100.001	1.151	0.777
100.000	100.003	1.156	0.736
100.000	100.000	1.331	0.830
100.000	100.000	1.185	0.729
100.000	100.000	1.328	0.873
100.000	100.001	1.212	0.865
100.000	99.998	1.402	0.977
100.000	100.000	1.180	0.894
100.000	100.002	1.065	0.795
100.000	100.002	1.194	0.783
100.000	100.001	1.228	0.895
100.000	99.998	1.053	0.828
100.000	100.000	1.242	0.962
100.000	99.998	1.209	0.897
100.000	100.006	1.227	0.803
100.000	99.999	1.173	0.739
100.000	99.999	1.227	0.899
100.000	99.998	1.179	0.898
100.000	100.003	1.162	0.791
100.000	99.997	1.185	0.850
100.000	99.999	1.154	0.803
