Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)
127	400.000	-0.017	399.996	0.260	6.031	2.655	1783029446.977
128	400.000	-0.007	399.999	0.326	6.158	2.655	1783029447.237
129	400.000	-0.037	400.000	0.103	3.884	2.655	1783029447.476
130	400.000	0.022	399.999	0.239	3.448	2.655	1783029447.722
131	400.000	0.003	399.998	0.018	4.520	2.655	1783029447.986
132	400.000	-0.025	399.999	0.322	0.246	2.655	1783029448.212
133	400.000	-0.019	400.001	0.403	0.100	2.655	1783029448.484
134	400.000	0.034	399.998	0.155	2.902	2.655	1783029448.732
135	400.000	0.022	399.998	0.306	3.044	2.655	1783029448.971
136	400.000	-0.026	399.999	0.045	0.215	2.655	1783029449.222
137	400.000	0.018	399.997	0.226	5.434	2.655	1783029449.490
138	400.000	-0.006	400.002	0.291	6.015	2.655	1783029449.740
139	400.000	-0.010	400.002	0.166	3.682	2.655	1783029449.961
140	400.000	0.042	400.001	0.224	4.887	2.655	1783029450.219
141	400.000	-0.030	399.999	0.141	2.320	2.655	1783029450.472
142	400.000	-0.001	399.998	0.284	6.271	2.655	1783029450.736
143	400.000	-0.013	400.004	0.267	0.034	2.655	1783029450.983
144	400.000	0.021	400.001	0.176	2.904	2.655	1783029451.233
145	400.000	-0.015	400.002	0.273	3.002	2.655	1783029451.494
146	400.000	-0.000	399.996	0.169	3.797	2.655	1783029451.719
147	400.000	-0.030	399.999	0.342	0.191	2.655	1783029451.996
148	400.000	0.003	400.000	0.346	6.145	2.655	1783029452.219
149	400.000	-0.016	400.001	0.183	3.158	2.655	1783029452.482
150	400.000	-0.002	400.002	0.208	2.957	2.655	1783029452.724
151	400.000	-0.005	399.998	0.033	0.748	2.655	1783029452.994
152	400.000	-0.017	399.999	0.442	0.011	2.655	1783029453.241
153	400.000	-0.055	399.998	0.152	5.938	2.655	1783029453.460
154	400.000	-0.016	400.001	0.273	3.102	2.655	1783029453.733
155	400.000	0.014	399.999	0.217	3.057	2.655	1783029453.967
156	400.000	-0.008	400.000	0.081	6.224	2.655	1783029454.242
157	400.000	0.013	400.002	0.340	6.083	2.655	1783029454.536
158	400.000	0.013	400.000	0.101	5.768	2.655	1783029454.791
159	400.000	0.042	400.000	0.208	3.036	2.655	1783029455.059
160	400.000	-0.001	400.001	0.129	3.100	2.655	1783029455.304
161	400.000	-0.001	399.997	0.123	0.189	2.655	1783029455.523
