Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)
206	100.000	0.017	100.002	5.048	4.895	0.664	1783023371.594
207	100.000	0.013	100.002	6.457	5.273	0.664	1783023371.859
208	100.000	-0.045	100.000	7.435	5.562	0.664	1783023372.097
209	100.000	-0.060	100.000	7.247	5.788	0.664	1783023372.367
210	100.000	-0.100	100.000	6.402	5.992	0.664	1783023372.608
211	100.000	0.046	99.995	4.489	0.278	0.664	1783023372.857
212	100.000	-0.010	100.002	3.637	1.089	0.664	1783023373.104
213	100.000	-0.045	100.003	4.835	1.964	0.664	1783023373.368
214	100.000	0.043	100.001	7.226	2.357	0.664	1783023373.694
215	100.000	-0.004	99.998	8.594	2.495	0.664	1783023373.983
216	100.000	-0.028	100.001	8.739	2.816	0.664	1783023374.199
217	100.000	-0.016	99.997	7.325	2.982	0.664	1783023374.498
218	100.000	0.010	100.001	5.495	3.390	0.664	1783023374.731
219	100.000	0.011	100.001	4.198	3.986	0.664	1783023374.973
220	100.000	-0.010	100.001	4.790	4.728	0.664	1783023375.230
221	100.000	-0.007	99.999	5.882	5.162	0.664	1783023375.463
222	100.000	-0.001	99.996	7.076	5.555	0.664	1783023375.732
223	100.000	-0.012	100.003	7.608	5.735	0.664	1783023375.980
224	100.000	-0.043	100.004	6.790	6.015	0.664	1783023376.231
225	100.000	0.019	99.997	5.245	0.145	0.664	1783023376.483
226	100.000	-0.057	99.995	3.779	0.798	0.664	1783023376.726
227	100.000	-0.027	100.001	4.362	1.789	0.664	1783023376.981
228	100.000	-0.013	100.001	6.444	2.110	0.664	1783023377.257
229	100.000	-0.002	99.999	8.010	2.385	0.664	1783023377.493
230	100.000	0.010	99.998	8.350	2.600	0.664	1783023377.739
231	100.000	0.057	100.003	7.924	2.821	0.664	1783023378.006
232	100.000	0.005	99.998	6.547	3.166	0.664	1783023378.231
233	100.000	-0.037	99.998	4.817	3.629	0.664	1783023378.477
234	100.000	-0.035	100.004	4.452	4.383	0.664	1783023378.744
235	100.000	-0.047	100.003	5.429	5.016	0.664	1783023379.000
236	100.000	0.022	99.997	6.950	5.363	0.664	1783023379.235
237	100.000	0.033	99.999	7.656	5.589	0.664	1783023379.496
238	100.000	0.010	99.998	7.589	5.883	0.664	1783023379.763
239	100.000	0.010	100.002	6.390	6.115	0.664	1783023379.969
240	100.000	0.037	99.999	4.997	0.270	0.664	1783023380.248
241	100.000	-0.020	99.999	4.010	1.068	0.664	1783023380.494
242	100.000	-0.008	99.996	5.038	1.814	0.664	1783023380.737
243	100.000	-0.006	99.999	6.864	2.151	0.664	1783023380.991
244	100.000	-0.004	100.004	8.169	2.397	0.664	1783023381.249
245	100.000	-0.002	99.999	8.337	2.574	0.664	1783023381.499
246	100.000	-0.020	99.999	7.253	2.867	0.664	1783023381.771
247	100.000	-0.011	100.000	5.625	3.212	0.664	1783023381.991
248	100.000	-0.007	99.997	4.112	3.771	0.664	1783023382.235
