Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)
131	300.000	0.020	300.001	1.095	0.266	1.991	1783027865.624
132	300.000	0.006	300.004	0.784	5.566	1.991	1783027865.871
133	300.000	0.021	299.999	0.872	3.629	1.991	1783027866.130
134	300.000	0.040	299.999	1.029	2.929	1.991	1783027866.386
135	300.000	-0.028	299.999	0.475	1.137	1.991	1783027866.632
136	300.000	-0.043	299.999	1.016	0.311	1.991	1783027866.877
137	300.000	-0.001	300.000	0.795	5.490	1.991	1783027867.144
138	300.000	-0.016	299.997	0.976	3.520	1.991	1783027867.399
139	300.000	0.002	300.000	0.813	2.644	1.991	1783027867.646
140	300.000	-0.026	300.005	0.480	1.038	1.991	1783027867.882
141	300.000	-0.004	299.996	0.969	0.129	1.991	1783027868.131
142	300.000	0.025	300.006	0.821	4.990	1.991	1783027868.392
143	300.000	0.025	299.998	1.006	3.419	1.991	1783027868.618
144	300.000	-0.026	300.002	0.868	2.624	1.991	1783027868.885
145	300.000	-0.018	299.999	0.560	0.513	1.991	1783027869.133
146	300.000	0.016	299.995	1.048	0.061	1.991	1783027869.390
147	300.000	0.017	300.003	0.667	4.976	1.991	1783027869.642
148	300.000	0.021	299.995	0.808	3.240	1.991	1783027869.882
149	300.000	0.027	300.000	0.810	2.552	1.991	1783027870.126
150	300.000	0.020	300.005	0.528	0.634	1.991	1783027870.373
151	300.000	0.031	300.003	1.031	0.083	1.991	1783027870.644
152	300.000	-0.005	300.000	0.746	4.826	1.991	1783027870.871
153	300.000	0.067	299.999	0.952	3.341	1.991	1783027871.131
154	300.000	0.022	299.997	0.773	2.543	1.991	1783027871.374
155	300.000	-0.103	300.000	0.595	0.698	1.991	1783027871.635
156	300.000	0.007	300.004	1.051	6.168	1.991	1783027871.891
157	300.000	-0.013	300.001	0.730	4.855	1.991	1783027872.114
158	300.000	-0.027	299.999	1.042	3.372	1.991	1783027872.386
159	300.000	-0.031	300.000	0.851	2.752	1.991	1783027872.617
160	300.000	0.017	299.999	0.612	0.615	1.991	1783027872.884
161	300.000	0.006	300.000	1.026	6.196	1.991	1783027873.127
162	300.000	-0.007	300.001	0.645	4.582	1.991	1783027873.451
163	300.000	0.008	299.999	1.092	2.991	1.991	1783027873.720
164	300.000	0.041	299.999	0.394	2.258	1.991	1783027873.953
165	300.000	0.033	300.002	0.867	0.353	1.991	1783027874.206
166	300.000	0.001	299.998	0.876	5.807	1.991	1783027874.463
167	300.000	-0.008	300.002	0.650	4.029	1.991	1783027874.695
168	300.000	0.025	299.997	1.069	3.025	1.991	1783027874.971
169	300.000	-0.059	300.004	0.349	1.753	1.991	1783027875.216
170	300.000	-0.021	299.999	0.907	0.308	1.991	1783027875.442
171	300.000	-0.023	300.001	0.881	5.486	1.991	1783027875.731
172	300.000	-0.028	300.000	0.726	4.027	1.991	1783027875.963
173	300.000	-0.048	299.999	1.057	2.808	1.991	1783027876.239
174	300.000	-0.009	299.999	0.427	1.463	1.991	1783027876.472
175	300.000	0.014	299.999	0.919	0.028	1.991	1783027876.749
176	300.000	0.063	300.003	0.925	5.378	1.991	1783027876.972
177	300.000	-0.056	299.996	0.780	3.839	1.991	1783027877.232
178	300.000	-0.008	299.998	0.928	2.736	1.991	1783027877.475
179	300.000	0.019	299.999	0.407	1.527	1.991	1783027877.745
180	300.000	0.013	299.999	1.037	0.102	1.991	1783027877.992
181	300.000	-0.052	299.999	0.855	5.534	1.991	1783027878.240
182	300.000	-0.000	300.001	0.920	3.646	1.991	1783027878.493
183	300.000	-0.031	300.002	0.986	2.611	1.991	1783027878.733
184	300.000	-0.029	300.000	0.381	1.390	1.991	1783027878.976
185	300.000	0.047	300.003	1.017	6.177	1.991	1783027879.256
186	300.000	-0.015	300.000	0.882	5.113	1.991	1783027879.495
187	300.000	0.032	299.999	0.853	3.546	1.991	1783027879.746
188	300.000	-0.006	300.002	0.841	2.655	1.991	1783027880.022
189	300.000	0.029	300.003	0.485	0.685	1.991	1783027880.242
190	300.000	0.026	300.002	1.010	0.037	1.991	1783027880.508
191	300.000	0.016	299.999	0.744	5.132	1.991	1783027880.759
192	300.000	-0.028	299.999	0.954	3.313	1.991	1783027881.031
193	300.000	-0.023	299.999	0.831	2.564	1.991	1783027881.256
194	300.000	-0.026	299.999	0.554	0.651	1.991	1783027881.494
195	300.000	0.019	300.000	1.030	6.261	1.991	1783027881.756
196	300.000	0.009	300.004	0.808	5.044	1.991	1783027882.013
197	300.000	-0.006	300.000	0.861	3.242	1.991	1783027882.261
198	300.000	-0.026	300.001	0.816	2.549	1.991	1783027882.507
199	300.000	0.042	299.998	0.650	0.667	1.991	1783027882.751
200	300.000	0.011	300.002	1.150	0.029	1.991	1783027883.013
201	300.000	0.009	300.000	0.719	5.071	1.991	1783027883.238
202	300.000	0.013	300.000	0.805	3.185	1.991	1783027883.497
203	300.000	-0.010	300.005	0.778	2.574	1.991	1783027883.743
204	300.000	-0.018	300.000	0.598	0.652	1.991	1783027884.007
205	300.000	-0.011	300.000	1.156	6.160	1.991	1783027884.261
206	300.000	-0.023	300.002	0.707	4.867	1.991	1783027884.517
207	300.000	0.008	300.000	1.000	3.198	1.991	1783027884.753
208	300.000	0.037	300.001	0.701	2.459	1.991	1783027885.017
209	300.000	-0.022	300.004	0.730	0.440	1.991	1783027885.275
210	300.000	-0.069	300.000	0.984	6.110	1.991	1783027885.501
211	300.000	-0.050	299.999	0.760	4.624	1.991	1783027885.770
212	300.000	-0.008	299.999	0.998	3.063	1.991	1783027886.004
213	300.000	0.009	300.001	0.693	2.473	1.991	1783027886.278
214	300.000	0.022	299.995	0.716	0.319	1.991	1783027886.503
215	300.000	-0.005	300.001	1.007	6.032	1.991	1783027886.795
216	300.000	0.007	300.001	0.657	4.399	1.991	1783027887.029
217	300.000	-0.045	300.002	1.050	3.121	1.991	1783027887.294
218	300.000	0.030	299.998	0.650	2.403	1.991	1783027887.554
219	300.000	0.041	300.000	0.824	0.449	1.991	1783027887.784
220	300.000	0.012	299.997	1.119	6.057	1.991	1783027888.028
221	300.000	0.010	300.000	0.637	4.551	1.991	1783027888.287
222	300.000	-0.012	299.997	1.044	3.057	1.991	1783027888.552
223	300.000	0.029	299.999	0.513	2.304	1.991	1783027888.775
224	300.000	0.016	299.998	0.832	0.351	1.991	1783027889.041
225	300.000	-0.017	300.005	1.012	5.864	1.991	1783027889.295
226	300.000	-0.027	299.999	0.790	4.281	1.991	1783027889.536
227	300.000	-0.019	300.000	1.119	2.910	1.991	1783027889.797
228	300.000	0.025	300.000	0.545	2.209	1.991	1783027890.023
229	300.000	-0.003	300.002	0.780	0.303	1.991	1783027890.272
230	300.000	0.001	299.997	1.064	5.836	1.991	1783027890.524
