Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)
261	300.000	-0.019	299.999	0.681	4.990	1.991	1783020982.074
262	300.000	0.007	299.999	0.599	6.062	1.991	1783020982.354
263	300.000	-0.023	300.001	0.858	1.093	1.991	1783020982.579
264	300.000	0.014	300.000	0.929	2.260	1.991	1783020982.859
265	300.000	0.039	300.003	0.853	3.576	1.991	1783020983.109
266	300.000	0.001	300.002	0.662	4.907	1.991	1783020983.386
267	300.000	0.008	300.002	0.834	0.005	1.991	1783020983.628
268	300.000	0.048	300.005	0.927	1.436	1.991	1783020983.852
269	300.000	-0.082	300.002	1.042	2.280	1.991	1783020984.115
270	300.000	0.023	299.999	0.895	3.735	1.991	1783020984.365
271	300.000	-0.015	300.001	0.652	5.265	1.991	1783020984.611
272	300.000	0.004	299.996	0.800	0.321	1.991	1783020984.857
273	300.000	0.010	299.997	0.987	1.302	1.991	1783020985.131
274	300.000	0.041	300.001	0.891	2.700	1.991	1783020985.376
275	300.000	-0.014	299.998	0.800	3.719	1.991	1783020985.623
276	300.000	-0.062	299.999	0.812	5.019	1.991	1783020985.863
277	300.000	0.001	299.999	0.627	0.103	1.991	1783020986.112
278	300.000	-0.007	300.000	0.538	1.564	1.991	1783020986.379
279	300.000	0.010	300.004	0.733	2.396	1.991	1783020986.642
280	300.000	0.091	300.002	1.047	4.073	1.991	1783020986.897
281	300.000	0.010	299.997	0.736	5.110	1.991	1783020987.121
282	300.000	0.049	300.000	0.745	0.519	1.991	1783020987.388
283	300.000	-0.039	300.001	0.706	1.532	1.991	1783020987.631
284	300.000	-0.047	299.998	0.862	2.352	1.991	1783020987.901
285	300.000	-0.002	300.000	0.683	3.852	1.991	1783020988.151
286	300.000	-0.003	299.998	0.678	5.513	1.991	1783020988.377
287	300.000	0.061	299.999	0.677	0.137	1.991	1783020988.654
288	300.000	0.049	300.002	0.732	1.834	1.991	1783020988.887
289	300.000	-0.017	299.999	0.920	2.590	1.991	1783020989.165
290	300.000	0.010	299.998	0.684	3.552	1.991	1783020989.383
291	300.000	0.019	300.001	0.586	5.744	1.991	1783020989.648
292	300.000	0.010	299.998	0.884	0.572	1.991	1783020989.894
293	300.000	-0.028	300.002	1.084	1.591	1.991	1783020990.141
294	300.000	-0.006	300.000	1.074	2.978	1.991	1783020990.399
295	300.000	0.013	300.001	0.656	4.213	1.991	1783020990.615
296	300.000	-0.016	299.997	0.662	5.357	1.991	1783020990.902
297	300.000	-0.027	300.000	0.877	0.259	1.991	1783020991.132
298	300.000	-0.003	300.000	0.801	1.523	1.991	1783020991.394
299	300.000	0.009	299.998	0.985	2.601	1.991	1783020991.616
300	300.000	-0.010	300.002	0.744	3.834	1.991	1783020991.881
301	300.000	-0.003	299.999	0.814	5.300	1.991	1783020992.145
302	300.000	-0.003	300.000	0.887	0.527	1.991	1783020992.366
303	300.000	-0.042	299.996	0.815	1.782	1.991	1783020992.628
304	300.000	0.001	300.002	0.897	2.666	1.991	1783020992.870
305	300.000	0.020	299.997	0.707	4.134	1.991	1783020993.142
306	300.000	-0.055	300.001	0.861	5.293	1.991	1783020993.375
307	300.000	0.017	300.002	0.830	0.539	1.991	1783020993.644
308	300.000	-0.007	300.006	0.837	1.665	1.991	1783020993.895
309	300.000	-0.037	300.001	0.770	3.026	1.991	1783020994.148
310	300.000	-0.031	299.999	0.474	4.085	1.991	1783020994.388
311	300.000	0.035	299.997	0.710	5.549	1.991	1783020994.605
312	300.000	-0.014	299.999	0.763	0.387	1.991	1783020994.890
313	300.000	-0.004	299.997	0.927	1.654	1.991	1783020995.148
314	300.000	0.018	299.998	0.873	2.894	1.991	1783020995.394
315	300.000	-0.006	300.006	0.752	4.102	1.991	1783020995.624
316	300.000	-0.023	300.006	0.726	5.439	1.991	1783020995.889
317	300.000	-0.043	300.002	0.829	0.548	1.991	1783020996.139
318	300.000	-0.003	300.001	0.899	1.550	1.991	1783020996.396
319	300.000	0.001	300.000	0.851	2.906	1.991	1783020996.638
320	300.000	-0.007	300.002	0.546	4.327	1.991	1783020996.873
321	300.000	0.004	300.000	0.809	5.972	1.991	1783020997.147
322	300.000	0.012	299.998	0.796	0.892	1.991	1783020997.383
323	300.000	0.009	300.002	0.833	1.649	1.991	1783020997.650
324	300.000	0.027	300.000	0.889	2.978	1.991	1783020997.884
325	300.000	0.012	299.999	0.727	4.474	1.991	1783020998.147
326	300.000	0.021	299.998	0.866	5.713	1.991	1783020998.403
327	300.000	-0.030	300.004	1.002	0.779	1.991	1783020998.638
328	300.000	0.046	300.003	1.086	1.738	1.991	1783020998.886
329	300.000	0.016	300.005	0.796	3.142	1.991	1783020999.138
330	300.000	-0.082	299.998	0.756	4.616	1.991	1783020999.405
331	300.000	-0.049	300.001	0.799	6.065	1.991	1783020999.642
332	300.000	-0.035	299.999	0.833	0.742	1.991	1783020999.886
333	300.000	0.006	300.001	0.808	1.735	1.991	1783021000.143
334	300.000	-0.086	299.999	0.864	3.054	1.991	1783021000.371
335	300.000	-0.006	300.003	0.771	4.546	1.991	1783021000.640
336	300.000	-0.002	299.999	0.680	5.578	1.991	1783021000.871
337	300.000	-0.029	299.999	0.868	0.842	1.991	1783021001.137
338	300.000	-0.007	300.002	0.932	1.847	1.991	1783021001.392
339	300.000	0.043	300.000	0.843	3.190	1.991	1783021001.635
340	300.000	-0.034	300.001	0.519	4.515	1.991	1783021001.885
341	300.000	0.000	300.000	0.770	5.848	1.991	1783021002.148
342	300.000	-0.003	299.999	0.839	0.814	1.991	1783021002.396
343	300.000	0.010	300.000	0.909	1.797	1.991	1783021002.626
344	300.000	-0.016	299.998	0.708	3.209	1.991	1783021002.903
345	300.000	-0.000	300.000	0.653	4.745	1.991	1783021003.126
346	300.000	-0.053	300.002	0.785	6.053	1.991	1783021003.387
347	300.000	0.004	299.998	0.957	0.942	1.991	1783021003.636
348	300.000	-0.020	300.001	0.855	2.136	1.991	1783021003.909
349	300.000	-0.020	299.997	0.645	3.013	1.991	1783021004.137
350	300.000	-0.017	300.002	0.614	4.810	1.991	1783021004.405
351	300.000	-0.013	300.003	0.644	5.972	1.991	1783021004.638
352	300.000	0.022	299.998	0.909	0.925	1.991	1783021004.886
353	300.000	0.004	299.998	0.939	2.010	1.991	1783021005.147
354	300.000	-0.003	300.001	0.687	3.210	1.991	1783021005.370
355	300.000	0.002	300.002	0.571	4.565	1.991	1783021005.634
