Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)
146	100.000	-2.411	99.999	0.000	0.000	0.000	1783093070.976
147	100.000	2.058	99.999	0.000	0.000	0.000	1783093071.108
148	100.000	2.859	100.004	0.000	0.000	0.000	1783093071.285
149	100.000	-0.084	100.000	0.000	0.000	0.000	1783093071.420
150	100.000	1.288	100.001	0.000	0.000	0.000	1783093071.596
151	100.000	-1.082	100.000	0.000	0.000	0.000	1783093071.737
152	100.000	-0.971	100.001	0.000	0.000	0.000	1783093071.912
153	100.000	-1.238	100.000	0.000	0.000	0.000	1783093072.045
154	100.000	-2.279	100.002	0.000	0.000	0.000	1783093072.247
155	100.000	1.416	100.004	0.000	0.000	0.000	1783093072.430
156	100.000	2.737	100.000	0.000	0.000	0.000	1783093072.610
157	100.000	-0.780	100.000	0.000	0.000	0.000	1783093072.788
158	100.000	-2.834	100.002	0.000	0.000	0.000	1783093072.924
159	100.000	-1.770	99.999	0.000	0.000	0.000	1783093073.121
160	100.000	0.457	99.999	0.000	0.000	0.000	1783093073.298
161	100.000	2.198	100.001	0.000	0.000	0.000	1783093073.417
162	100.000	2.037	100.002	0.000	0.000	0.000	1783093073.620
163	100.000	0.764	99.999	0.000	0.000	0.000	1783093073.806
164	100.000	-2.142	99.999	0.000	0.000	0.000	1783093073.996
165	100.000	1.039	100.000	0.000	0.000	0.000	1783093074.176
166	100.000	2.788	100.002	0.000	0.000	0.000	1783093074.354
167	100.000	1.069	99.999	0.000	0.000	0.000	1783093074.484
168	100.000	2.614	100.003	0.000	0.000	0.000	1783093074.684
169	100.000	-1.749	99.998	0.000	0.000	0.000	1783093074.858
170	100.000	0.030	100.002	0.000	0.000	0.000	1783093075.046
171	100.000	3.921	99.997	0.000	0.000	0.000	1783093075.222
172	100.000	3.501	100.003	0.000	0.000	0.000	1783093075.367
173	100.000	2.868	100.004	0.000	0.000	0.000	1783093075.550
174	100.000	-0.812	99.997	0.000	0.000	0.000	1783093075.742
175	100.000	0.273	100.001	0.000	0.000	0.000	1783093075.918
176	100.000	2.798	100.002	0.000	0.000	0.000	1783093076.095
177	100.000	2.775	100.001	0.000	0.000	0.000	1783093076.217
178	100.000	2.649	100.004	0.000	0.000	0.000	1783093076.422
179	100.000	-0.351	99.995	0.000	0.000	0.000	1783093076.604
180	100.000	-2.274	100.006	0.000	0.000	0.000	1783093076.780
181	100.000	-0.504	100.000	0.000	0.000	0.000	1783093076.911
182	100.000	-0.472	99.998	0.000	0.000	0.000	1783093077.107
183	100.000	2.250	99.991	0.000	0.000	0.000	1783093077.295
184	100.000	0.002	99.996	0.000	0.000	0.000	1783093077.477
185	100.000	-2.431	100.000	0.000	0.000	0.000	1783093077.653
186	100.000	-2.063	100.000	0.000	0.000	0.000	1783093077.785
187	100.000	-2.200	100.000	0.000	0.000	0.000	1783093077.983
188	100.000	1.794	99.997	0.000	0.000	0.000	1783093078.165
189	100.000	1.530	100.001	0.000	0.000	0.000	1783093078.282
190	100.000	2.341	100.001	0.000	0.000	0.000	1783093078.473
191	100.000	-0.290	99.997	0.000	0.000	0.000	1783093078.671
192	100.000	-1.402	99.997	0.000	0.000	0.000	1783093078.849
193	100.000	0.517	100.000	0.000	0.000	0.000	1783093079.030
194	100.000	2.138	100.000	0.000	0.000	0.000	1783093079.157
195	100.000	2.105	100.000	0.000	0.000	0.000	1783093079.340
196	100.000	0.155	100.001	0.000	0.000	0.000	1783093079.546
197	100.000	-2.075	100.000	0.000	0.000	0.000	1783093079.726
198	100.000	-0.230	100.000	0.000	0.000	0.000	1783093079.911
199	100.000	1.845	99.999	0.000	0.000	0.000	1783093080.026
200	100.000	0.148	100.002	0.000	0.000	0.000	1783093080.154
201	100.000	-0.522	99.999	0.000	0.000	0.000	1783093080.278
202	100.000	-1.298	99.999	0.000	0.000	0.000	1783093080.423
203	100.000	-0.768	99.999	0.000	0.000	0.000	1783093080.596
